#	#Temperature (K)	Rg (nm)	Rg StDev (nm)	I(0) (cm-1/mgml-1)	I(0) StDev	Fidelity	MW	MW adjusted p.s.v.	Dimer frac	Dimer frac adjust
#	# ./Data_202204_1.96/DatRg_lowq.dat									
#	283.15	1.83692	4.03E-02	1.40E-02	5.63E-04	8.93E-04	17.7	11.75	0.06	-0.29
#	288.15	1.92676	3.88E-02	1.49E-02	6.01E-04	3.71E-04	18.8	12.88	0.13	-0.23
#	293.15	1.77356	3.38E-02	1.21E-02	3.96E-04	4.81E-04	15.2	10.86	-0.09	-0.35
#	298.15	1.95258	4.21E-02	1.42E-02	6.24E-04	1.37E-02	17.6	13.09	0.06	-0.21
#	303.15	1.97641	4.39E-02	1.37E-02	6.34E-04	8.62E-03	16.9	13.10	0.01	-0.21
#	308.15	1.88745	4.98E-02	1.10E-02	5.60E-04	5.78E-02	13.5	10.82	-0.19	-0.35
#	313.15	1.90766	5.43E-02	9.94E-03	5.53E-04	2.37E-04	12.0	10.20	-0.28	-0.39
#	#									
	293.15	1.78919	4.52E-02	1.20E-02	5.30E-04	1.79E-03	15.1	10.80	-0.09	-0.35
	303.15	2.02425	4.36E-02	1.39E-02	6.52E-04	9.17E-02	17.1	13.30	0.03	-0.20

