q[nm-1]	merged(TipAS_1.96mgml-1_25deg_sub_ave_cm-1_divconc_nm-1.dat_00001_[493]TipAS_NaP_25deg_1-2_ave_sub_cm-1_divconc.dat_00001_[TipAS_NaP_25deg_1-2_ave_sub.dat],scale_high,lq=0.9025,hq=1.0068)	error
5.86160300e-01	9.34842900e-03	3.45175100e-04
5.98900800e-01	8.76551000e-03	3.44463100e-04
6.11641300e-01	8.69410200e-03	3.37931000e-04
6.24381600e-01	8.61329600e-03	3.26795300e-04
6.37121700e-01	8.28630600e-03	3.36679400e-04
6.49861800e-01	7.91288800e-03	3.15045600e-04
6.62601700e-01	7.62898000e-03	3.18973600e-04
6.75341400e-01	7.56267900e-03	3.10245500e-04
6.88081000e-01	7.63680600e-03	3.11151800e-04
7.00820400e-01	8.06558200e-03	3.11849800e-04
7.13559700e-01	6.95440300e-03	2.93471100e-04
7.26298800e-01	7.03961200e-03	3.00156800e-04
7.39037800e-01	6.87513800e-03	2.90553900e-04
7.51776600e-01	6.69439800e-03	2.92968800e-04
7.64515300e-01	6.89907700e-03	2.84685400e-04
7.77253700e-01	6.07322400e-03	2.77993600e-04
7.89992000e-01	6.64786200e-03	2.79282600e-04
8.02730200e-01	5.63999500e-03	2.66454400e-04
8.15468100e-01	6.20955100e-03	2.74874600e-04
8.28205900e-01	6.09515800e-03	2.69510700e-04
8.40943500e-01	5.42509700e-03	2.62367900e-04
8.53680900e-01	5.98598000e-03	2.69551200e-04
8.66418100e-01	5.57928100e-03	2.55329100e-04
8.79155100e-01	6.09942900e-03	2.58918000e-04
8.91892000e-01	5.33253600e-03	2.48695300e-04
9.17365000e-01	4.64318452e-03	2.48191994e-04
9.30101300e-01	4.84217697e-03	2.49515932e-04
9.42837300e-01	4.22429186e-03	2.40896596e-04
9.55573100e-01	4.35651763e-03	2.38157369e-04
9.68308700e-01	4.45389642e-03	2.38658715e-04
9.81044100e-01	4.15016333e-03	2.36600675e-04
9.93779300e-01	4.12744372e-03	2.34513623e-04
1.00651400e+00	3.98857223e-03	2.36699459e-04
1.01320100e+00	3.91617441e-03	3.10564477e-05
1.01836200e+00	3.77512777e-03	3.11418850e-05
1.02352400e+00	3.76010324e-03	3.13374240e-05
1.02868600e+00	3.75828979e-03	3.09810935e-05
1.03384800e+00	3.70840523e-03	3.10955328e-05
1.03900900e+00	3.66579810e-03	3.10629493e-05
1.04417100e+00	3.61823445e-03	3.08293268e-05
1.04933300e+00	3.59934677e-03	3.08323508e-05
1.05449500e+00	3.56658652e-03	3.10376989e-05
1.05965600e+00	3.53973723e-03	3.08292985e-05
1.06481800e+00	3.48390674e-03	3.08493135e-05
1.06998000e+00	3.43231835e-03	3.09836261e-05
1.07514200e+00	3.40510901e-03	3.05971502e-05
1.08030300e+00	3.38317844e-03	3.07549460e-05
1.08546500e+00	3.30003750e-03	3.08630349e-05
1.09062700e+00	3.26497335e-03	3.04875683e-05
1.09578900e+00	3.25825725e-03	3.06311607e-05
1.10095000e+00	3.22753536e-03	3.07880021e-05
1.10611200e+00	3.19063601e-03	3.03657013e-05
1.11127400e+00	3.15659718e-03	3.09443520e-05
1.11643600e+00	3.08209447e-03	3.12808470e-05
1.12159800e+00	3.02194345e-03	3.13639784e-05
1.12675900e+00	2.98026052e-03	3.15546507e-05
1.13192100e+00	3.03452232e-03	3.18982142e-05
1.13708300e+00	2.95322885e-03	3.17485738e-05
1.14224500e+00	2.90768183e-03	3.15902866e-05
1.14740600e+00	2.86035538e-03	3.18408151e-05
1.15256800e+00	2.84241270e-03	3.18194581e-05
1.15773000e+00	2.77376614e-03	3.18591102e-05
1.16289200e+00	2.78431988e-03	3.17654893e-05
1.16805300e+00	2.74346761e-03	3.16512484e-05
1.17321500e+00	2.71924542e-03	3.17863454e-05
1.17837700e+00	2.73050224e-03	3.12437652e-05
1.18353900e+00	2.63624812e-03	3.07244982e-05
1.18870000e+00	2.59103563e-03	3.12099154e-05
1.19386200e+00	2.62131715e-03	3.11049355e-05
1.19902400e+00	2.53194017e-03	3.07186014e-05
1.20418600e+00	2.51485649e-03	3.12171730e-05
1.20934700e+00	2.48951070e-03	3.10694320e-05
1.21450900e+00	2.45403547e-03	3.08500506e-05
1.21967100e+00	2.42478777e-03	3.10135259e-05
1.22483300e+00	2.40105698e-03	3.09427172e-05
1.22999500e+00	2.38150780e-03	3.05944286e-05
1.23515600e+00	2.33694453e-03	3.11012690e-05
1.24031800e+00	2.36331470e-03	3.08548890e-05
1.24548000e+00	2.31276013e-03	3.07736097e-05
1.25064200e+00	2.29590515e-03	3.08452406e-05
1.25580300e+00	2.24550272e-03	3.07669948e-05
1.26096500e+00	2.31869567e-03	3.06678928e-05
1.26612700e+00	2.23423646e-03	3.09121937e-05
1.27128900e+00	2.20585816e-03	3.06140185e-05
1.27645000e+00	2.14926506e-03	3.04577158e-05
1.28161200e+00	2.09694334e-03	3.06544644e-05
1.28677400e+00	2.11626856e-03	3.04818510e-05
1.29193600e+00	2.07364063e-03	3.10615507e-05
1.29709700e+00	2.05012625e-03	3.13652825e-05
1.30225900e+00	2.03999114e-03	3.12498227e-05
1.30742100e+00	1.98126329e-03	3.15809878e-05
1.31258300e+00	1.96638334e-03	3.17945952e-05
1.31774400e+00	1.96764208e-03	3.16837186e-05
1.32290600e+00	1.88304774e-03	3.18779346e-05
1.32806800e+00	1.91186640e-03	3.22931006e-05
1.33323000e+00	1.83886435e-03	3.20218673e-05
1.33839100e+00	1.83775020e-03	3.25079460e-05
1.34355300e+00	1.87735223e-03	3.24704295e-05
1.34871500e+00	1.79439368e-03	3.23595623e-05
1.35387700e+00	1.75535108e-03	3.24538826e-05
1.35903800e+00	1.80286370e-03	3.19964374e-05
1.36420000e+00	1.77773809e-03	3.16815923e-05
1.36936200e+00	1.64590707e-03	3.12207734e-05
1.37452400e+00	1.69203432e-03	3.14473745e-05
1.37968600e+00	1.68749643e-03	3.13986882e-05
1.38484700e+00	1.71910851e-03	3.10868294e-05
1.39000900e+00	1.67146832e-03	3.12104257e-05
1.39517100e+00	1.59014083e-03	3.07961574e-05
1.40033300e+00	1.62464650e-03	3.09264443e-05
1.40549400e+00	1.61037230e-03	3.08476693e-05
1.41065600e+00	1.59154699e-03	3.07511944e-05
1.41581800e+00	1.56944821e-03	3.04900158e-05
1.42098000e+00	1.58159049e-03	3.08898634e-05
1.42614100e+00	1.49308952e-03	3.06020926e-05
1.43130300e+00	1.54083556e-03	3.04803201e-05
1.43646500e+00	1.47205764e-03	3.05425482e-05
1.44162700e+00	1.48402321e-03	3.03601164e-05
1.44678800e+00	1.46904972e-03	3.02770038e-05
1.45195000e+00	1.36538531e-03	3.04282696e-05
1.45711200e+00	1.46128372e-03	3.00693026e-05
1.46227400e+00	1.40197469e-03	3.00202667e-05
1.46743500e+00	1.37651077e-03	3.01257096e-05
1.47259700e+00	1.35037307e-03	3.01898655e-05
1.47775900e+00	1.32074454e-03	2.98239622e-05
1.48292100e+00	1.30694946e-03	2.99837803e-05
1.48808300e+00	1.32694751e-03	2.98400177e-05
1.49324400e+00	1.23765463e-03	2.97122256e-05
1.49840600e+00	1.26994427e-03	2.99479838e-05
1.50356800e+00	1.30259018e-03	2.97029646e-05
1.50873000e+00	1.30131821e-03	2.95867110e-05
1.51389100e+00	1.18739585e-03	2.98012255e-05
1.51905300e+00	1.24542441e-03	2.97712408e-05
1.52421500e+00	1.24095079e-03	2.96549398e-05
1.52937700e+00	1.17554085e-03	2.96617249e-05
1.53453800e+00	1.13467251e-03	2.96094760e-05
1.53970000e+00	1.17926131e-03	2.94146835e-05
1.54486200e+00	1.15540294e-03	2.96491186e-05
1.55002400e+00	1.16133469e-03	2.94478246e-05
1.55518500e+00	1.11044938e-03	2.93394994e-05
1.56034700e+00	1.08994292e-03	2.95569530e-05
1.56550900e+00	1.11423787e-03	2.94789717e-05
1.57067100e+00	1.11984266e-03	2.91377801e-05
1.57583200e+00	1.10892037e-03	2.93816747e-05
1.58099400e+00	1.03082950e-03	2.93200041e-05
1.58615600e+00	1.01074640e-03	2.90783492e-05
1.59131800e+00	1.01742376e-03	2.92152322e-05
1.59648000e+00	9.76363588e-04	2.91201748e-05
1.60164100e+00	1.00913234e-03	2.89398219e-05
1.60680300e+00	1.04650135e-03	2.92042513e-05
1.61196500e+00	9.99772137e-04	2.90423353e-05
1.61712700e+00	9.30757316e-04	2.89185311e-05
1.62228800e+00	9.72215991e-04	2.90025698e-05
1.62745000e+00	9.70910949e-04	2.89720558e-05
1.63261200e+00	9.34286978e-04	2.87372616e-05
1.63777400e+00	9.18042554e-04	2.89801639e-05
1.64293500e+00	9.11602203e-04	2.87488094e-05
1.64809700e+00	8.64551312e-04	2.87315821e-05
1.65325900e+00	8.97039970e-04	2.88358532e-05
1.65842100e+00	8.71754655e-04	2.88032697e-05
1.66358200e+00	8.70169609e-04	2.85785491e-05
1.66874400e+00	8.87282298e-04	2.87863259e-05
1.67390600e+00	8.58043393e-04	2.86455023e-05
1.67906800e+00	8.19614854e-04	2.84079864e-05
1.68422900e+00	8.15818230e-04	2.86411458e-05
1.68939100e+00	7.68839442e-04	2.85474020e-05
1.69455300e+00	7.79740752e-04	2.84513335e-05
1.69971500e+00	8.12560159e-04	2.88374314e-05
1.70487600e+00	8.20716061e-04	2.83057943e-05
1.71003800e+00	7.52739225e-04	2.83534128e-05
1.71520000e+00	7.39329417e-04	2.83837000e-05
1.72036200e+00	7.74733017e-04	2.83352027e-05
1.72552300e+00	7.33474020e-04	2.81608694e-05
1.73068500e+00	7.74631336e-04	2.83557658e-05
1.73584700e+00	7.37808348e-04	2.81779644e-05
1.74100900e+00	7.14564607e-04	2.80741280e-05
1.74617100e+00	7.39583622e-04	2.84472700e-05
1.75133200e+00	7.29537914e-04	2.81256588e-05
1.75649400e+00	6.78491570e-04	2.79181372e-05
1.76165600e+00	7.18360853e-04	2.81572595e-05
1.76681800e+00	7.23280041e-04	2.79237694e-05
1.77197900e+00	7.14356991e-04	2.78368768e-05
1.77714100e+00	6.61493038e-04	2.80127787e-05
1.78230300e+00	6.30915166e-04	2.78366405e-05
1.78746500e+00	6.16458773e-04	2.76333903e-05
1.79262600e+00	6.40202513e-04	2.79222385e-05
1.79778800e+00	6.23568372e-04	2.76172592e-05
1.80295000e+00	6.20733850e-04	2.74096526e-05
1.80811200e+00	6.48625471e-04	2.77196876e-05
1.81327300e+00	6.01375374e-04	2.75414987e-05
1.81843500e+00	6.41910030e-04	2.74497205e-05
1.82359700e+00	6.26072428e-04	2.76285614e-05
1.82875900e+00	5.96642729e-04	2.74808393e-05
1.83392000e+00	5.83457453e-04	2.74601155e-05
1.83908200e+00	5.55239525e-04	2.75405726e-05
1.84424400e+00	5.45570965e-04	2.74066664e-05
1.84940600e+00	5.58260495e-04	2.71875591e-05
1.85456800e+00	5.66314903e-04	2.75373974e-05
1.85972900e+00	5.84427777e-04	2.74363488e-05
1.86489100e+00	5.16586265e-04	2.71483228e-05
1.87005300e+00	5.30847610e-04	2.74636309e-05
1.87521500e+00	5.36758101e-04	2.72867083e-05
1.88037600e+00	5.35194791e-04	2.72363683e-05
1.88553800e+00	4.65815200e-04	2.73767099e-05
1.89070000e+00	5.17526822e-04	2.72368219e-05
1.89586200e+00	4.97020173e-04	2.70873137e-05
1.90102300e+00	5.50316273e-04	2.72973868e-05
1.90618500e+00	4.47215179e-04	2.71557127e-05
1.91134700e+00	5.22280540e-04	2.69933620e-05
1.91650900e+00	4.85283863e-04	2.72780238e-05
1.92167000e+00	4.76492261e-04	2.69985878e-05
1.92683200e+00	5.03426315e-04	2.71896286e-05
1.93199400e+00	4.87813245e-04	2.71779863e-05
1.93715600e+00	4.78847953e-04	2.69426156e-05
1.94231700e+00	5.14709215e-04	2.69346681e-05
1.94747900e+00	4.42774822e-04	2.70978032e-05
1.95264100e+00	4.61035966e-04	2.69702379e-05
1.95780300e+00	4.10404855e-04	2.68829389e-05
1.96296400e+00	4.43457016e-04	2.69947039e-05
1.96812600e+00	4.18251553e-04	2.68824381e-05
1.97328800e+00	4.46143173e-04	2.68521604e-05
1.97845000e+00	4.04316326e-04	2.70061951e-05
1.98361100e+00	4.02676660e-04	2.68846116e-05
1.98877300e+00	4.32796870e-04	2.67472561e-05
1.99393500e+00	4.33644250e-04	2.68803024e-05
1.99909700e+00	3.89495542e-04	2.67317109e-05
2.00425900e+00	4.56324583e-04	2.67414633e-05
2.00942000e+00	3.93321556e-04	2.68972557e-05
2.01458200e+00	3.69149921e-04	2.67849143e-05
2.01974400e+00	3.83322436e-04	2.66652775e-05
2.02490600e+00	3.73840230e-04	2.67325897e-05
2.03006700e+00	3.59989676e-04	2.67133874e-05
2.03522900e+00	3.83597809e-04	2.65108743e-05
2.04039100e+00	3.56091748e-04	2.67706165e-05
2.04555300e+00	3.68111841e-04	2.65746238e-05
2.05071400e+00	3.68556746e-04	2.65335920e-05
2.05587600e+00	3.67374647e-04	2.66835821e-05
2.06103800e+00	3.41876896e-04	2.65580958e-05
2.06620000e+00	3.44533381e-04	2.65868049e-05
2.07136200e+00	3.64722321e-04	2.66162983e-05
2.07652300e+00	4.10341257e-04	2.64491942e-05
2.08168500e+00	3.24391123e-04	2.63606574e-05
2.08684700e+00	3.31661655e-04	2.65309082e-05
2.09200800e+00	3.06104558e-04	2.64717135e-05
2.09717000e+00	3.80945482e-04	2.63795951e-05
2.10233200e+00	3.44503802e-04	2.65096269e-05
2.10749400e+00	3.00041544e-04	2.64678296e-05
2.11265500e+00	3.07329087e-04	2.70655693e-05
2.11781700e+00	3.27611204e-04	2.73480859e-05
2.12297900e+00	2.80907694e-04	2.73277307e-05
2.12814100e+00	3.12510890e-04	2.76169946e-05
2.13330200e+00	3.22035432e-04	2.78391731e-05
2.13846400e+00	3.35779957e-04	2.78539434e-05
2.14362600e+00	3.67933992e-04	2.82362708e-05
2.14878800e+00	2.91436391e-04	2.82967696e-05
2.15394900e+00	3.04532743e-04	2.82934054e-05
2.15911100e+00	2.80009379e-04	2.84650927e-05
2.16427300e+00	2.71078013e-04	2.86062376e-05
2.16943500e+00	3.06074885e-04	2.85288422e-05
2.17459700e+00	2.97834123e-04	2.84319516e-05
2.17975800e+00	2.86911362e-04	2.81320659e-05
2.18492000e+00	2.71747355e-04	2.77286178e-05
2.19008200e+00	2.73704918e-04	2.75198110e-05
2.19524400e+00	2.79166252e-04	2.76660022e-05
2.20040500e+00	2.35593804e-04	2.75139237e-05
2.20556700e+00	2.76424907e-04	2.72104281e-05
2.21072900e+00	2.87762994e-04	2.72910269e-05
2.21589100e+00	3.47850891e-04	2.71007138e-05
2.22105200e+00	2.50079776e-04	2.68616292e-05
2.22621400e+00	2.90788123e-04	2.71145202e-05
2.23137600e+00	2.33335542e-04	2.68587470e-05
2.23653800e+00	3.22836223e-04	2.69621392e-05
2.24169900e+00	2.35526048e-04	2.69555904e-05
2.24686100e+00	2.19836716e-04	2.68459423e-05
2.25202300e+00	2.54689571e-04	2.66023690e-05
2.25718500e+00	2.09964698e-04	2.68454887e-05
2.26234700e+00	2.92745592e-04	2.65857465e-05
2.26750800e+00	2.47541889e-04	2.65869939e-05
2.27267000e+00	2.35534458e-04	2.67352074e-05
2.27783200e+00	3.05168254e-04	2.66021327e-05
2.28299400e+00	2.69188300e-04	2.66150698e-05
2.28815500e+00	2.55579381e-04	2.68316728e-05
2.29331700e+00	2.49168892e-04	2.64925602e-05
2.29847900e+00	1.88924126e-04	2.64879297e-05
2.30364100e+00	2.91860034e-04	2.66564323e-05
2.30880200e+00	3.03270131e-04	2.64186614e-05
2.31396400e+00	2.41504390e-04	2.63617725e-05
2.31912600e+00	2.82924415e-04	2.65523124e-05
2.32428800e+00	2.45181945e-04	2.62880626e-05
2.32944900e+00	2.52223693e-04	2.64490903e-05
2.33461100e+00	2.38457999e-04	2.64919649e-05
2.33977300e+00	2.57231805e-04	2.63264012e-05
2.34493500e+00	2.11269646e-04	2.63089849e-05
2.35009600e+00	1.85471102e-04	2.63625757e-05
2.35525800e+00	2.12600015e-04	2.61024177e-05
2.36042000e+00	1.92983082e-04	2.62314667e-05
2.36558200e+00	2.22785583e-04	2.63079170e-05
2.37074400e+00	1.81196025e-04	2.61941392e-05
2.37590500e+00	2.51092436e-04	2.61533720e-05
2.38106700e+00	1.83433119e-04	2.63760986e-05
2.38622900e+00	2.47817355e-04	2.60368726e-05
2.39139100e+00	1.85572784e-04	2.61174999e-05
2.39655200e+00	1.94415226e-04	2.62264676e-05
2.40171400e+00	2.22048390e-04	2.60279708e-05
2.40687600e+00	1.99906233e-04	2.60610362e-05
2.41203800e+00	1.88352213e-04	2.61406523e-05
2.41719900e+00	2.38970661e-04	2.59145332e-05
2.42236100e+00	1.98762312e-04	2.60881671e-05
2.42752300e+00	2.00461230e-04	2.60836406e-05
2.43268500e+00	2.09401196e-04	2.59374966e-05
2.43784600e+00	2.34445632e-04	2.58308252e-05
2.44300800e+00	1.73001757e-04	2.59050171e-05
2.44817000e+00	2.22738994e-04	2.56878754e-05
2.45333200e+00	1.73243393e-04	2.58102054e-05
2.45849300e+00	1.80446075e-04	2.57404551e-05
2.46365500e+00	1.77497208e-04	2.56042147e-05
2.46881700e+00	2.03910095e-04	2.56653372e-05
2.47397900e+00	1.78759820e-04	2.57102813e-05
2.47914100e+00	2.10740069e-04	2.54774810e-05
2.48430200e+00	2.01579824e-04	2.56268190e-05
2.48946400e+00	2.09549466e-04	2.55753355e-05
2.49462600e+00	2.36292819e-04	2.54486774e-05
2.49978800e+00	2.18934243e-04	2.55192216e-05
2.50494900e+00	1.90411269e-04	2.55604140e-05
2.51011100e+00	1.61994324e-04	2.54176910e-05
2.51527300e+00	1.81666351e-04	2.54944626e-05
2.52043500e+00	1.65159217e-04	2.55965413e-05
2.52559600e+00	1.67921731e-04	2.54090064e-05
2.53075800e+00	1.93279717e-04	2.54368177e-05
2.53592000e+00	1.79683461e-04	2.54909472e-05
2.54108200e+00	1.92144207e-04	2.53429322e-05
2.54624300e+00	1.50762265e-04	2.54549617e-05
2.55140500e+00	1.61210448e-04	2.53639678e-05
2.55656700e+00	1.85911755e-04	2.53593184e-05
2.56172900e+00	1.72056948e-04	2.54299192e-05
2.56689000e+00	1.92339065e-04	2.54486491e-05
2.57205200e+00	1.21705462e-04	2.55383200e-05
2.57721400e+00	1.62562079e-04	2.59789254e-05
2.58237600e+00	1.91309584e-04	2.62880059e-05
2.58753800e+00	1.90750334e-04	2.64698330e-05
2.59269900e+00	1.81852704e-04	2.65446485e-05
2.59786100e+00	1.62121426e-04	2.66304449e-05
2.60302300e+00	1.33136632e-04	2.60474566e-05
2.60818500e+00	1.83399194e-04	2.60161205e-05
2.61334600e+00	1.53558609e-04	2.59887533e-05
2.61850800e+00	1.33357006e-04	2.57251461e-05
2.62367000e+00	1.97842829e-04	2.57747963e-05
2.62883200e+00	2.10528201e-04	2.57283213e-05
2.63399300e+00	1.63163759e-04	2.55310246e-05
2.63915500e+00	1.68324205e-04	2.56521922e-05
2.64431700e+00	1.69082661e-04	2.56930256e-05
2.64947900e+00	1.82623917e-04	2.56230391e-05
2.65464000e+00	1.81390978e-04	2.56832449e-05
2.65980200e+00	1.61210448e-04	2.56627951e-05
2.66496400e+00	1.79882572e-04	2.55335005e-05
2.67012600e+00	1.34322983e-04	2.55785391e-05
2.67528700e+00	1.83581484e-04	2.56072387e-05
2.68044900e+00	1.48609843e-04	2.53972601e-05
2.68561100e+00	2.24107541e-04	2.55621623e-05
2.69077300e+00	1.57134577e-04	2.54728883e-05
2.69593500e+00	1.17311787e-04	2.54428185e-05
2.70109600e+00	1.62994227e-04	2.55371104e-05
2.70625800e+00	1.61786708e-04	2.55109717e-05
2.71142000e+00	1.70616487e-04	2.53799194e-05
2.71658100e+00	1.28022774e-04	2.54173980e-05
2.72174300e+00	1.79204630e-04	2.54262904e-05
2.72690500e+00	1.37085496e-04	2.52982526e-05
2.73206700e+00	1.38356613e-04	2.54599513e-05
2.73722800e+00	1.42923978e-04	2.53506528e-05
2.74239000e+00	1.64129736e-04	2.53190615e-05
2.74755200e+00	1.14040865e-04	2.53895489e-05
2.75271400e+00	1.65066041e-04	2.53830379e-05
2.75787500e+00	1.87623430e-04	2.52939056e-05
2.76303700e+00	1.45584715e-04	2.52860055e-05
2.76819900e+00	1.52740808e-04	2.52313090e-05
2.77336100e+00	1.52834173e-04	2.50917611e-05
2.77852200e+00	1.60422414e-04	2.52516926e-05
2.78368400e+00	1.05600898e-04	2.52107742e-05
2.78884600e+00	9.64534101e-05	2.50739384e-05
2.79400800e+00	1.56363458e-04	2.52271132e-05
2.79917000e+00	1.02643621e-04	2.52204131e-05
2.80433100e+00	1.56253271e-04	2.49968455e-05
2.80949300e+00	1.34949989e-04	2.51634676e-05
2.81465500e+00	1.46601627e-04	2.49963541e-05
2.81981700e+00	1.38085398e-04	2.48938974e-05
2.82497800e+00	1.65006695e-04	2.50663217e-05
2.83014000e+00	1.63070488e-04	2.49816688e-05
2.83530200e+00	1.22866392e-04	2.49573918e-05
2.84046400e+00	1.42398559e-04	2.50803644e-05
2.84562500e+00	1.68235281e-04	2.50881039e-05
2.85078700e+00	1.61138439e-04	2.49496901e-05
2.85594900e+00	1.73895820e-04	2.50472895e-05
2.86111100e+00	1.56071076e-04	2.50059742e-05
2.86627200e+00	1.53715384e-04	2.48904103e-05
2.87143400e+00	1.32526541e-04	2.51058132e-05
2.87659600e+00	2.03511873e-04	2.49164072e-05
2.88175800e+00	1.62066333e-04	2.49269818e-05
2.88691900e+00	1.41178283e-04	2.49239767e-05
2.89208100e+00	1.63807681e-04	2.49570138e-05
2.89724300e+00	1.25908530e-04	2.46882280e-05
2.90240500e+00	1.34755225e-04	2.48617107e-05
2.90756700e+00	2.15832853e-04	2.48600853e-05
2.91272800e+00	1.57833592e-04	2.46985663e-05
2.91789000e+00	1.68031917e-04	2.49255265e-05
2.92305200e+00	1.25946614e-04	2.47579405e-05
2.92821400e+00	1.50851189e-04	2.49945869e-05
2.93337500e+00	9.54620126e-05	2.55046591e-05
2.93853700e+00	1.35831389e-04	2.57352387e-05
2.94369900e+00	1.51711327e-04	2.59128511e-05
2.94886100e+00	1.22607935e-04	2.61556589e-05
2.95402200e+00	1.29755618e-04	2.61621322e-05
2.95918400e+00	1.31213088e-04	2.64445543e-05
2.96434600e+00	1.25789838e-04	2.66217415e-05
2.96950800e+00	1.49851287e-04	2.64680470e-05
2.97466900e+00	1.53346740e-04	2.67747272e-05
2.97983100e+00	1.64125484e-04	2.70274103e-05
2.98499300e+00	1.35144942e-04	2.69309827e-05
2.99015500e+00	1.20476681e-04	2.70113358e-05
2.99531700e+00	1.18032065e-04	2.68909903e-05
3.00047800e+00	1.23760360e-04	2.63725738e-05
3.00564000e+00	1.55405891e-04	2.60698909e-05
3.01080200e+00	1.54359401e-04	2.61856437e-05
3.01596400e+00	1.05134919e-04	2.57915417e-05
3.02112500e+00	1.26569462e-04	2.57491680e-05
3.02628700e+00	1.17837112e-04	2.58182379e-05
3.03144900e+00	1.78878417e-04	2.56624171e-05
3.03661100e+00	1.34979756e-04	2.54863734e-05
3.04177200e+00	1.53202723e-04	2.56109147e-05
3.04693400e+00	1.55473648e-04	2.55390004e-05
3.05209600e+00	1.07651544e-04	2.53838033e-05
3.05725800e+00	7.56840611e-05	2.54761013e-05
3.06241900e+00	1.12587647e-04	2.53728791e-05
3.06758100e+00	1.61316382e-04	2.53527507e-05
3.07274300e+00	1.72535779e-04	2.55796447e-05
3.07790500e+00	1.39462450e-04	2.53323860e-05
3.08306600e+00	1.92627195e-04	2.52748450e-05
3.08822800e+00	1.21455510e-04	2.54796545e-05
3.09339000e+00	1.40305482e-04	2.52906643e-05
3.09855200e+00	1.18896360e-04	2.52312995e-05
3.10371400e+00	1.72281574e-04	2.53696850e-05
3.10887500e+00	1.25311102e-04	2.51281813e-05
3.11403700e+00	1.47249801e-04	2.52259886e-05
3.11919900e+00	7.61077889e-05	2.53787003e-05
3.12436100e+00	1.27455020e-04	2.51500675e-05
3.12952200e+00	1.60740123e-04	2.51395874e-05
3.13468400e+00	1.02317313e-04	2.52613316e-05
3.13984600e+00	2.05261726e-04	2.49474410e-05
3.14500800e+00	9.78897128e-05	2.50730029e-05
3.15016900e+00	1.47953164e-04	2.50343052e-05
3.15533100e+00	1.04325623e-04	2.49011550e-05
3.16049300e+00	1.06681314e-04	2.49037159e-05
3.16565500e+00	1.43978974e-04	2.50688827e-05
3.17081600e+00	1.37793110e-04	2.48010797e-05
3.17597800e+00	1.51346935e-04	2.48904009e-05
3.18114000e+00	1.59388586e-04	2.48750163e-05
3.18630200e+00	1.19913178e-04	2.47709626e-05
3.19146300e+00	7.88109088e-05	2.48322740e-05
3.19662500e+00	1.03516326e-04	2.48257158e-05
3.20178700e+00	7.80016880e-05	2.47333233e-05
3.20694900e+00	1.56926961e-04	2.48890873e-05
3.21211100e+00	1.25730492e-04	2.49006069e-05
3.21727200e+00	1.10032750e-04	2.47578176e-05
3.22243400e+00	9.92370912e-05	2.48606429e-05
3.22759600e+00	1.08282897e-04	2.49444926e-05
3.23275800e+00	1.19650563e-04	2.47951734e-05
3.23791900e+00	1.10986064e-04	2.49146590e-05
3.24308100e+00	1.34344245e-04	2.48512591e-05
3.24824300e+00	9.57882259e-05	2.48628353e-05
3.25340500e+00	1.30780941e-04	2.49117862e-05
3.25856600e+00	1.12316433e-04	2.50162179e-05
3.26372800e+00	1.10841952e-04	2.47396926e-05
