#	#Temperature (K)	Rg (nm)	Rg StDev (nm)	I(0) (cm-1/mgml-1)	I(0) StDev	Fidelity	MW	MW adjusted p.s.v.
#	# ./Data_BM29/DatRg_lowq.dat							
#	283.15	2.61963	1.80E-03	2.68E-02	1.87E-05	0	34.0	22.5
#	288.15	2.63944	1.83E-03	2.61E-02	1.86E-05	0	33.0	22.6
#	293.15	2.67691	1.77E-03	2.56E-02	1.78E-05	0	32.1	22.9
#	298.15	2.71661	1.84E-03	2.46E-02	1.79E-05	0	30.7	22.8
#	303.15	2.76248	1.93E-03	2.42E-02	1.86E-05	0	29.9	23.2
#	308.15	2.83574	2.05E-03	2.37E-02	1.95E-05	0	28.9	23.2
#	313.15	2.93667	2.00E-03	2.31E-02	1.89E-05	0	27.9	23.7
#	#							
	293.15	2.57314	1.86E-03	2.46E-02	1.76E-05	0.00E+00	30.8	22.1
	303.15	2.68603	1.94E-03	2.32E-02	1.76E-05	0.00E+00	28.7	22.3


