q[nm-1]	merged(TipAS_1.96mgml-1_20deg_sub_ave_cm-1_divconc_nm-1.dat_00001_[493]TipAS_NaP_20deg_1-2_ave_sub_cm-1_divconc.dat_00001_[TipAS_NaP_20deg_1-2_ave_sub.dat],scale_high,lq=0.9058,hq=1.0031)	error
1.32290600e+00	1.93201170e-03	3.08462939e-05
1.32806800e+00	1.98004095e-03	3.13295916e-05
1.33323000e+00	1.97230870e-03	3.10691716e-05
1.33839100e+00	1.88911910e-03	3.15007237e-05
1.34355300e+00	1.87025453e-03	3.14253801e-05
1.34871500e+00	1.86069418e-03	3.13824191e-05
1.35387700e+00	1.80093619e-03	3.14436334e-05
1.35903800e+00	1.80295941e-03	3.09975730e-05
1.36420000e+00	1.81642102e-03	3.07572187e-05
1.36936200e+00	1.79110213e-03	3.03584376e-05
1.37452400e+00	1.76479197e-03	3.05203320e-05
1.37968600e+00	1.68914690e-03	3.04406701e-05
1.38484700e+00	1.69682552e-03	3.01399614e-05
1.39000900e+00	1.68694984e-03	3.02842498e-05
1.39517100e+00	1.68571816e-03	2.98758612e-05
1.40033300e+00	1.63409465e-03	2.99774197e-05
1.40549400e+00	1.64400639e-03	2.99369368e-05
1.41065600e+00	1.64282556e-03	2.98265105e-05
1.41581800e+00	1.65217046e-03	2.95650456e-05
1.42098000e+00	1.62651128e-03	2.98816959e-05
1.42614100e+00	1.60084100e-03	2.96852551e-05
1.43130300e+00	1.47849640e-03	2.94968036e-05
1.43646500e+00	1.49500949e-03	2.96105033e-05
1.44162700e+00	1.49316843e-03	2.94362643e-05
1.44678800e+00	1.47131157e-03	2.93089716e-05
1.45195000e+00	1.49186647e-03	2.94860587e-05
1.45711200e+00	1.45347988e-03	2.91618260e-05
1.46227400e+00	1.42699680e-03	2.90687746e-05
1.46743500e+00	1.39724125e-03	2.91752987e-05
1.47259700e+00	1.40860567e-03	2.92624228e-05
1.47775900e+00	1.40897000e-03	2.88900878e-05
1.48292100e+00	1.38479124e-03	2.90495133e-05
1.48808300e+00	1.36700949e-03	2.89076569e-05
1.49324400e+00	1.34812180e-03	2.88295669e-05
1.49840600e+00	1.27734707e-03	2.90191188e-05
1.50356800e+00	1.29102044e-03	2.87666789e-05
1.50873000e+00	1.30444876e-03	2.86917421e-05
1.51389100e+00	1.19273068e-03	2.88543763e-05
1.51905300e+00	1.21662278e-03	2.88018725e-05
1.52421500e+00	1.17832773e-03	2.87060193e-05
1.52937700e+00	1.20619599e-03	2.87169029e-05
1.53453800e+00	1.17417310e-03	2.86686156e-05
1.53970000e+00	1.16430298e-03	2.84580178e-05
1.54486200e+00	1.16485779e-03	2.87309211e-05
1.55002400e+00	1.16672289e-03	2.85086168e-05
1.55518500e+00	1.15407408e-03	2.84298241e-05
1.56034700e+00	1.15926065e-03	2.86709643e-05
1.56550900e+00	1.08378111e-03	2.85097912e-05
1.57067100e+00	1.08001670e-03	2.81661029e-05
1.57583200e+00	1.01447109e-03	2.84486600e-05
1.58099400e+00	1.06942809e-03	2.83345812e-05
1.58615600e+00	1.02330556e-03	2.81994010e-05
1.59131800e+00	1.03672556e-03	2.83231243e-05
1.59648000e+00	1.05378144e-03	2.82001130e-05
1.60164100e+00	9.52693574e-04	2.80229334e-05
1.60680300e+00	1.04051124e-03	2.82491307e-05
1.61196500e+00	9.68737844e-04	2.80788308e-05
1.61712700e+00	9.49982388e-04	2.79906526e-05
1.62228800e+00	9.35202167e-04	2.80870606e-05
1.62745000e+00	9.79089731e-04	2.80204645e-05
1.63261200e+00	9.47320209e-04	2.78165245e-05
1.63777400e+00	9.03034290e-04	2.80798018e-05
1.64293500e+00	9.27271114e-04	2.78690190e-05
1.64809700e+00	8.88719003e-04	2.78092102e-05
1.65325900e+00	9.03668719e-04	2.79222164e-05
1.65842100e+00	9.22660803e-04	2.79002273e-05
1.66358200e+00	8.91160550e-04	2.76669654e-05
1.66874400e+00	9.17818579e-04	2.78800043e-05
1.67390600e+00	8.14097754e-04	2.77453327e-05
1.67906800e+00	8.61501446e-04	2.75352250e-05
1.68422900e+00	9.05061669e-04	2.77575109e-05
1.68939100e+00	8.03948651e-04	2.76469089e-05
1.69455300e+00	8.25005194e-04	2.75188025e-05
1.69971500e+00	7.93442618e-04	2.79051374e-05
1.70487600e+00	8.15449094e-04	2.73985653e-05
1.71003800e+00	7.98210682e-04	2.74687399e-05
1.71520000e+00	8.03815773e-04	2.75005214e-05
1.72036200e+00	7.70789785e-04	2.74146919e-05
1.72552300e+00	6.98403046e-04	2.72679900e-05
1.73068500e+00	7.92866722e-04	2.74272214e-05
1.73584700e+00	7.65503711e-04	2.72954163e-05
1.74100900e+00	7.59454769e-04	2.71791275e-05
1.74617100e+00	7.15405292e-04	2.75629934e-05
1.75133200e+00	6.99547348e-04	2.72185562e-05
1.75649400e+00	6.95326885e-04	2.70463792e-05
1.76165600e+00	7.15662263e-04	2.72473787e-05
1.76681800e+00	7.51540176e-04	2.70365682e-05
1.77197900e+00	7.23406807e-04	2.69592643e-05
1.77714100e+00	6.99497599e-04	2.70691913e-05
1.78230300e+00	6.58847463e-04	2.69794780e-05
1.78746500e+00	6.52243060e-04	2.67724217e-05
1.79262600e+00	6.62844059e-04	2.70418297e-05
1.79778800e+00	6.99717305e-04	2.67593374e-05
1.80295000e+00	5.91531160e-04	2.65213226e-05
1.80811200e+00	6.42545945e-04	2.68063301e-05
1.81327300e+00	6.28814876e-04	2.66850849e-05
1.81843500e+00	5.87940872e-04	2.65354241e-05
1.82359700e+00	6.06887369e-04	2.67302652e-05
1.82875900e+00	6.27803267e-04	2.66207728e-05
1.83392000e+00	6.09105419e-04	2.65804009e-05
1.83908200e+00	5.56710074e-04	2.66235099e-05
1.84424400e+00	5.44637342e-04	2.65503578e-05
1.84940600e+00	5.60229901e-04	2.63035585e-05
1.85456800e+00	5.35089378e-04	2.66185074e-05
1.85972900e+00	5.73699745e-04	2.65572282e-05
1.86489100e+00	5.33920295e-04	2.62820502e-05
1.87005300e+00	5.46026131e-04	2.65811129e-05
1.87521500e+00	5.54073325e-04	2.64167033e-05
1.88037600e+00	5.37606010e-04	2.63605470e-05
1.88553800e+00	5.43008040e-04	2.65458268e-05
1.89070000e+00	4.70360077e-04	2.63281459e-05
1.89586200e+00	5.41262599e-04	2.62113115e-05
1.90102300e+00	5.37722059e-04	2.64070866e-05
1.90618500e+00	4.88954267e-04	2.62962442e-05
1.91134700e+00	4.71384077e-04	2.61535093e-05
1.91650900e+00	4.52561951e-04	2.63582815e-05
1.92167000e+00	4.42226338e-04	2.61457326e-05
1.92683200e+00	4.67739879e-04	2.62771216e-05
1.93199400e+00	4.60882667e-04	2.62770291e-05
1.93715600e+00	4.92341493e-04	2.60643323e-05
1.94231700e+00	4.67785559e-04	2.60441464e-05
1.94747900e+00	4.62254997e-04	2.62116999e-05
1.95264100e+00	4.60650478e-04	2.60924983e-05
1.95780300e+00	4.82022432e-04	2.60132340e-05
1.96296400e+00	4.51293278e-04	2.61374289e-05
1.96812600e+00	4.55945016e-04	2.60549560e-05
1.97328800e+00	4.75530010e-04	2.60032012e-05
1.97845000e+00	4.36082153e-04	2.61465649e-05
1.98361100e+00	4.50559538e-04	2.60173027e-05
1.98877300e+00	4.27404876e-04	2.58541876e-05
1.99393500e+00	4.34506761e-04	2.60033953e-05
1.99909700e+00	3.98242884e-04	2.58545113e-05
2.00425900e+00	4.41405492e-04	2.58577846e-05
2.00942000e+00	4.15174577e-04	2.60236368e-05
2.01458200e+00	4.17944019e-04	2.59283661e-05
2.01974400e+00	3.89698300e-04	2.58234140e-05
2.02490600e+00	4.08582658e-04	2.58638136e-05
2.03006700e+00	4.27703366e-04	2.58383015e-05
2.03522900e+00	3.71522809e-04	2.56484352e-05
2.04039100e+00	4.01124306e-04	2.58806799e-05
2.04555300e+00	3.32995387e-04	2.57151515e-05
2.05071400e+00	3.63935925e-04	2.57026127e-05
2.05587600e+00	3.73782377e-04	2.58449407e-05
2.06103800e+00	4.18719370e-04	2.56843131e-05
2.06620000e+00	3.73189467e-04	2.57039812e-05
2.07136200e+00	3.42348426e-04	2.57445750e-05
2.07652300e+00	3.45801952e-04	2.56024874e-05
2.08168500e+00	3.98193136e-04	2.55614682e-05
2.08684700e+00	3.57874684e-04	2.56924041e-05
2.09200800e+00	3.58123426e-04	2.56197698e-05
2.09717000e+00	3.39972808e-04	2.55135971e-05
2.10233200e+00	3.04907142e-04	2.56240881e-05
2.10749400e+00	3.44052349e-04	2.56073143e-05
2.11265500e+00	3.28783153e-04	2.61832565e-05
2.11781700e+00	3.15798401e-04	2.64510648e-05
2.12297900e+00	3.63716126e-04	2.64631967e-05
2.12814100e+00	3.33754094e-04	2.67101717e-05
2.13330200e+00	3.11387174e-04	2.69151844e-05
2.13846400e+00	3.75880126e-04	2.69509421e-05
2.14362600e+00	3.62439317e-04	2.72804918e-05
2.14878800e+00	3.23534529e-04	2.73453680e-05
2.15394900e+00	3.27099943e-04	2.73714534e-05
2.15911100e+00	3.62571917e-04	2.75658322e-05
2.16427300e+00	2.98472790e-04	2.76567753e-05
2.16943500e+00	2.94857628e-04	2.75757911e-05
2.17459700e+00	2.87030233e-04	2.74937435e-05
2.17975800e+00	2.26193962e-04	2.72000994e-05
2.18492000e+00	2.75222794e-04	2.68251752e-05
2.19008200e+00	2.97266349e-04	2.66337370e-05
2.19524400e+00	3.20893619e-04	2.68051465e-05
2.20040500e+00	3.18128338e-04	2.66224465e-05
2.20556700e+00	2.73108493e-04	2.63220707e-05
2.21072900e+00	2.61611934e-04	2.63786894e-05
2.21589100e+00	2.88054233e-04	2.62190512e-05
2.22105200e+00	2.58183374e-04	2.60305349e-05
2.22621400e+00	2.69368961e-04	2.61932801e-05
2.23137600e+00	2.96184279e-04	2.59956557e-05
2.23653800e+00	2.62258661e-04	2.60617524e-05
2.24169900e+00	2.85272400e-04	2.61008390e-05
2.24686100e+00	2.48701804e-04	2.59496617e-05
2.25202300e+00	2.75392844e-04	2.57594810e-05
2.25718500e+00	2.78079341e-04	2.59586867e-05
2.26234700e+00	2.70214588e-04	2.57393783e-05
2.26750800e+00	2.98825189e-04	2.57352819e-05
2.27267000e+00	2.67428595e-04	2.59022252e-05
2.27783200e+00	2.56400668e-04	2.56910356e-05
2.28299400e+00	2.73348912e-04	2.57378988e-05
2.28815500e+00	2.93543369e-04	2.59494583e-05
2.29331700e+00	2.15646873e-04	2.56309216e-05
2.29847900e+00	2.93369250e-04	2.57105558e-05
2.30364100e+00	2.20327554e-04	2.57598879e-05
2.30880200e+00	2.37939170e-04	2.55503350e-05
2.31396400e+00	2.24664065e-04	2.55135971e-05
2.31912600e+00	2.19825910e-04	2.56835918e-05
2.32428800e+00	2.19220517e-04	2.53981775e-05
2.32944900e+00	2.05153693e-04	2.55835868e-05
2.33461100e+00	1.95228457e-04	2.56236535e-05
2.33977300e+00	2.41251681e-04	2.54500063e-05
2.34493500e+00	2.41289039e-04	2.54193436e-05
2.35009600e+00	2.17864831e-04	2.54990610e-05
2.35525800e+00	2.30430977e-04	2.52673988e-05
2.36042000e+00	2.15597125e-04	2.53760035e-05
2.36558200e+00	2.46355222e-04	2.54508200e-05
2.37074400e+00	2.57258778e-04	2.53673946e-05
2.37590500e+00	1.67301941e-04	2.52827949e-05
2.38106700e+00	2.47375153e-04	2.55292243e-05
2.38622900e+00	2.22238792e-04	2.51695205e-05
2.39139100e+00	2.44580745e-04	2.52861053e-05
2.39655200e+00	2.29858872e-04	2.53764658e-05
2.40171400e+00	2.42404213e-04	2.51730066e-05
2.40687600e+00	2.18300174e-04	2.52134432e-05
2.41203800e+00	2.30729466e-04	2.52645508e-05
2.41719900e+00	2.42205220e-04	2.50845971e-05
2.42236100e+00	1.66066465e-04	2.52156625e-05
2.42752300e+00	2.38100805e-04	2.52639127e-05
2.43268500e+00	1.78417066e-04	2.50530745e-05
2.43784600e+00	2.30202949e-04	2.49468186e-05
2.44300800e+00	2.05788030e-04	2.50608789e-05
2.44817000e+00	2.16824279e-04	2.48306407e-05
2.45333200e+00	2.33386929e-04	2.49864045e-05
2.45849300e+00	2.06136175e-04	2.49086474e-05
2.46365500e+00	1.91721114e-04	2.47604014e-05
2.46881700e+00	2.12699151e-04	2.47847762e-05
2.47397900e+00	2.05021001e-04	2.48555056e-05
2.47914100e+00	2.10020884e-04	2.46286703e-05
2.48430200e+00	1.43438414e-04	2.47733285e-05
2.48946400e+00	2.23532246e-04	2.47194469e-05
2.49462600e+00	2.15709012e-04	2.45859219e-05
2.49978800e+00	2.29436012e-04	2.47314216e-05
2.50494900e+00	1.93901807e-04	2.47389024e-05
2.51011100e+00	2.08710785e-04	2.45956681e-05
2.51527300e+00	2.21670756e-04	2.46608402e-05
2.52043500e+00	1.72936160e-04	2.47467622e-05
2.52559600e+00	1.99826286e-04	2.45471035e-05
2.53075800e+00	2.06928078e-04	2.46061171e-05
2.53592000e+00	1.86281727e-04	2.46655931e-05
2.54108200e+00	2.10020884e-04	2.44977991e-05
2.54624300e+00	2.21691469e-04	2.46238434e-05
2.55140500e+00	1.50896858e-04	2.45347127e-05
2.55656700e+00	1.48852927e-04	2.45126496e-05
2.56172900e+00	2.25733745e-04	2.46075411e-05
2.56689000e+00	2.09805339e-04	2.46158078e-05
2.57205200e+00	1.66721514e-04	2.46822375e-05
2.57721400e+00	2.06957113e-04	2.51502315e-05
2.58237600e+00	1.85257727e-04	2.54530393e-05
2.58753800e+00	2.51732378e-04	2.56308569e-05
2.59269900e+00	2.01928195e-04	2.56804294e-05
2.59786100e+00	1.87479845e-04	2.57762549e-05
2.60302300e+00	1.63558247e-04	2.51566951e-05
2.60818500e+00	2.25675674e-04	2.51754108e-05
2.61334600e+00	2.08619611e-04	2.51520162e-05
2.61850800e+00	2.25003980e-04	2.48925301e-05
2.62367000e+00	2.16417971e-04	2.49241914e-05
2.62883200e+00	1.50461515e-04	2.48719743e-05
2.63399300e+00	1.94780723e-04	2.46950074e-05
2.63915500e+00	1.34454325e-04	2.48063769e-05
2.64431700e+00	1.94482234e-04	2.48103530e-05
2.64947900e+00	1.82815809e-04	2.47877629e-05
2.65464000e+00	1.96953094e-04	2.48393420e-05
2.65980200e+00	1.61613813e-04	2.48376591e-05
2.66496400e+00	1.69818481e-04	2.46869441e-05
2.67012600e+00	1.63985361e-04	2.47646087e-05
2.67528700e+00	2.46359383e-04	2.47788212e-05
2.68044900e+00	2.08661129e-04	2.45958623e-05
2.68561100e+00	1.49839662e-04	2.47126042e-05
2.69077300e+00	1.79519850e-04	2.46169637e-05
2.69593500e+00	2.06948791e-04	2.46084658e-05
2.70109600e+00	1.38654075e-04	2.47034776e-05
2.70625800e+00	1.54076677e-04	2.46571322e-05
2.71142000e+00	1.65200032e-04	2.45669011e-05
2.71658100e+00	1.61899911e-04	2.45809008e-05
2.72174300e+00	1.94996360e-04	2.45832496e-05
2.72690500e+00	1.70224789e-04	2.44775669e-05
2.73206700e+00	1.64126284e-04	2.46456383e-05
2.73722800e+00	1.75344974e-04	2.45282029e-05
2.74239000e+00	1.78707234e-04	2.44804334e-05
2.74755200e+00	1.50457354e-04	2.45410375e-05
2.75271400e+00	1.82471733e-04	2.45229876e-05
2.75787500e+00	1.62285506e-04	2.44411064e-05
2.76303700e+00	1.48351283e-04	2.44136987e-05
2.76819900e+00	1.78205590e-04	2.44272546e-05
2.77336100e+00	1.61286380e-04	2.42758554e-05
2.77852200e+00	1.71472748e-04	2.44302691e-05
2.78368400e+00	1.63558247e-04	2.43707377e-05
2.78884600e+00	1.42343952e-04	2.42731830e-05
2.79400800e+00	1.78761143e-04	2.44060608e-05
2.79917000e+00	1.70639327e-04	2.44022233e-05
2.80433100e+00	1.65332725e-04	2.41607039e-05
2.80949300e+00	2.06841065e-04	2.43378835e-05
2.81465500e+00	1.49847892e-04	2.41850972e-05
2.81981700e+00	1.65108765e-04	2.40846298e-05
2.82497800e+00	1.53450663e-04	2.42306843e-05
2.83014000e+00	1.46767477e-04	2.41500330e-05
2.83530200e+00	1.56203460e-04	2.41102622e-05
2.84046400e+00	1.63956326e-04	2.42454146e-05
2.84562500e+00	1.67596362e-04	2.42941272e-05
2.85078700e+00	1.46527058e-04	2.41068223e-05
2.85594900e+00	1.51688669e-04	2.42205405e-05
2.86111100e+00	1.77902939e-04	2.41387426e-05
2.86627200e+00	1.68408978e-04	2.40671070e-05
2.87143400e+00	1.63690940e-04	2.42631224e-05
2.87659600e+00	1.50577563e-04	2.40701029e-05
2.88175800e+00	1.52733474e-04	2.40918886e-05
2.88691900e+00	1.32551409e-04	2.40676155e-05
2.89208100e+00	1.70614545e-04	2.41151075e-05
2.89724300e+00	1.54080838e-04	2.38601524e-05
2.90240500e+00	1.80552172e-04	2.40146309e-05
2.90756700e+00	1.88400280e-04	2.39882495e-05
2.91272800e+00	9.06201533e-05	2.38637865e-05
2.91789000e+00	1.68330102e-04	2.41078580e-05
2.92305200e+00	1.88603434e-04	2.39729829e-05
2.92821400e+00	2.12665955e-04	2.41945198e-05
2.93337500e+00	1.23148530e-04	2.46397018e-05
2.93853700e+00	1.84548768e-04	2.48729267e-05
2.94369900e+00	1.08265021e-04	2.49998217e-05
2.94886100e+00	1.47816444e-04	2.52748241e-05
2.95402200e+00	1.64022534e-04	2.53111643e-05
2.95918400e+00	1.74967608e-04	2.55625964e-05
2.96434600e+00	1.39213789e-04	2.57416253e-05
2.96950800e+00	1.85029698e-04	2.55791483e-05
2.97466900e+00	1.37969991e-04	2.58831211e-05
2.97983100e+00	1.42273491e-04	2.61211637e-05
2.98499300e+00	1.29458604e-04	2.60356392e-05
2.99015500e+00	1.69872390e-04	2.61062299e-05
2.99531700e+00	1.00114170e-04	2.59754420e-05
3.00047800e+00	1.57679448e-04	2.55166116e-05
3.00564000e+00	1.41709616e-04	2.51737556e-05
3.01080200e+00	1.15781444e-04	2.52993191e-05
3.01596400e+00	1.74196511e-04	2.49232945e-05
3.02112500e+00	1.48318087e-04	2.48663522e-05
3.02628700e+00	1.71514174e-04	2.50014399e-05
3.03144900e+00	1.74271133e-04	2.47909346e-05
3.03661100e+00	1.28737254e-04	2.46133574e-05
3.04177200e+00	1.43351400e-04	2.47376263e-05
3.04693400e+00	1.43873757e-04	2.46660924e-05
3.05209600e+00	1.54379327e-04	2.45903327e-05
3.05725800e+00	1.22970342e-04	2.46325632e-05
3.06241900e+00	1.68985244e-04	2.45597532e-05
3.06758100e+00	1.68309482e-04	2.45069905e-05
3.07274300e+00	1.34454325e-04	2.47244587e-05
3.07790500e+00	1.97011257e-04	2.45149798e-05
3.08306600e+00	1.57849406e-04	2.44202455e-05
3.08822800e+00	1.57820371e-04	2.46061818e-05
3.09339000e+00	1.88304852e-04	2.44572053e-05
3.09855200e+00	1.07543580e-04	2.44171015e-05
3.10371400e+00	1.57211001e-04	2.45158675e-05
3.10887500e+00	1.60900785e-04	2.43056673e-05
3.11403700e+00	1.38558740e-04	2.43848669e-05
3.11919900e+00	1.51369466e-04	2.45198067e-05
3.12436100e+00	1.45366297e-04	2.43005630e-05
3.12952200e+00	1.49275787e-04	2.42912237e-05
3.13468400e+00	1.50146381e-04	2.44235374e-05
3.13984600e+00	1.58438155e-04	2.41280439e-05
3.14500800e+00	1.68703306e-04	2.42236937e-05
3.15016900e+00	1.62675170e-04	2.41796878e-05
3.15533100e+00	1.20292074e-04	2.40703619e-05
3.16049300e+00	1.73947770e-04	2.40700845e-05
3.16565500e+00	2.04312042e-04	2.42247756e-05
3.17081600e+00	1.16627164e-04	2.39645867e-05
3.17597800e+00	1.87255978e-04	2.40621506e-05
3.18114000e+00	1.18633738e-04	2.40338736e-05
3.18630200e+00	1.18621347e-04	2.39231699e-05
3.19146300e+00	1.06536131e-04	2.39928175e-05
3.19662500e+00	1.13550911e-04	2.40193838e-05
3.20178700e+00	1.77529828e-04	2.39421446e-05
3.20694900e+00	9.64741340e-05	2.40466251e-05
3.21211100e+00	1.28144344e-04	2.40821979e-05
3.21727200e+00	1.40051280e-04	2.39525196e-05
3.22243400e+00	1.88246874e-04	2.40631308e-05
3.22759600e+00	1.48803179e-04	2.40969466e-05
3.23275800e+00	1.55179460e-04	2.39350429e-05
3.23791900e+00	1.67467830e-04	2.40711293e-05
3.24308100e+00	8.49113394e-05	2.40056337e-05
3.24824300e+00	1.50714417e-04	2.40158700e-05
3.25340500e+00	1.11726778e-04	2.40828267e-05
3.25856600e+00	1.52671243e-04	2.41948897e-05
3.26372800e+00	9.17893479e-05	2.39110288e-05
3.26889000e+00	1.50374409e-04	2.41199067e-05
