q[nm-1]	merged(TipAS_1.96mgml-1_40deg_sub_ave_cm-1_divconc_nm-1.dat_00001_[493]TipAS_NaP_40deg_1-2_ave_sub_cm-1_divconc.dat_00001_[TipAS_NaP_40deg_1-2_ave_sub.dat],scale_high,lq=0.9124,hq=1.0031)	error
1.42614100e+00	1.19941293e-03	2.74188975e-05
1.43130300e+00	1.23433685e-03	2.73077980e-05
1.43646500e+00	1.12163836e-03	2.73856814e-05
1.44162700e+00	1.15851142e-03	2.71955617e-05
1.44678800e+00	1.15696677e-03	2.71357529e-05
1.45195000e+00	1.15107156e-03	2.73082099e-05
1.45711200e+00	1.10515385e-03	2.69693343e-05
1.46227400e+00	1.19116573e-03	2.69349401e-05
1.46743500e+00	1.08420346e-03	2.70038603e-05
1.47259700e+00	1.12635799e-03	2.70798736e-05
1.47775900e+00	1.10883959e-03	2.67962264e-05
1.48292100e+00	1.04488202e-03	2.69015921e-05
1.48808300e+00	1.08749130e-03	2.67929147e-05
1.49324400e+00	1.04201515e-03	2.66792449e-05
1.49840600e+00	9.97655273e-04	2.68658634e-05
1.50356800e+00	1.04808336e-03	2.66456169e-05
1.50873000e+00	1.04283896e-03	2.66083393e-05
1.51389100e+00	1.04164608e-03	2.67729702e-05
1.51905300e+00	9.67785448e-04	2.67253538e-05
1.52421500e+00	9.23849834e-04	2.66182168e-05
1.52937700e+00	1.00933118e-03	2.66379554e-05
1.53453800e+00	9.71268531e-04	2.65966329e-05
1.53970000e+00	1.00413045e-03	2.64144878e-05
1.54486200e+00	9.41247125e-04	2.65952489e-05
1.55002400e+00	9.46876241e-04	2.64602424e-05
1.55518500e+00	9.66141940e-04	2.63808433e-05
1.56034700e+00	9.25213245e-04	2.65822821e-05
1.56550900e+00	9.00340673e-04	2.64407262e-05
1.57067100e+00	9.12363405e-04	2.61360389e-05
1.57583200e+00	8.40245960e-04	2.63618626e-05
1.58099400e+00	8.93023562e-04	2.63342072e-05
1.58615600e+00	8.54913133e-04	2.61634883e-05
1.59131800e+00	9.05814088e-04	2.63070378e-05
1.59648000e+00	8.38986349e-04	2.61571532e-05
1.60164100e+00	8.51230687e-04	2.60297917e-05
1.60680300e+00	8.44083282e-04	2.62223745e-05
1.61196500e+00	8.13944153e-04	2.60839244e-05
1.61712700e+00	8.56428126e-04	2.59968062e-05
1.62228800e+00	8.02623228e-04	2.60467705e-05
1.62745000e+00	8.07332639e-04	2.60370083e-05
1.63261200e+00	7.85558923e-04	2.58446231e-05
1.63777400e+00	8.15358394e-04	2.60758016e-05
1.64293500e+00	7.68162044e-04	2.58495578e-05
1.64809700e+00	7.82762900e-04	2.58818513e-05
1.65325900e+00	7.73018918e-04	2.59362477e-05
1.65842100e+00	7.94275527e-04	2.59397489e-05
1.66358200e+00	7.56771094e-04	2.57027872e-05
1.66874400e+00	7.67655646e-04	2.58898093e-05
1.67390600e+00	7.34830803e-04	2.57976823e-05
1.67906800e+00	7.77178187e-04	2.56129833e-05
1.68422900e+00	7.35972608e-04	2.57614262e-05
1.68939100e+00	7.59389915e-04	2.57136698e-05
1.69455300e+00	7.09459741e-04	2.55911358e-05
1.69971500e+00	7.57398511e-04	2.59764415e-05
1.70487600e+00	7.47507725e-04	2.54947084e-05
1.71003800e+00	7.45468705e-04	2.55284765e-05
1.71520000e+00	6.71811141e-04	2.55792317e-05
1.72036200e+00	7.35721345e-04	2.55330652e-05
1.72552300e+00	7.08521582e-04	2.54081174e-05
1.73068500e+00	7.05655453e-04	2.55071974e-05
1.73584700e+00	6.90567394e-04	2.54154246e-05
1.74100900e+00	6.40773890e-04	2.52454554e-05
1.74617100e+00	6.91464526e-04	2.56566207e-05
1.75133200e+00	6.38897573e-04	2.53195575e-05
1.75649400e+00	6.43954057e-04	2.51449008e-05
1.76165600e+00	6.50214709e-04	2.53214852e-05
1.76681800e+00	6.33250085e-04	2.51422316e-05
1.77197900e+00	6.10689709e-04	2.50824063e-05
1.77714100e+00	5.82803133e-04	2.51969081e-05
1.78230300e+00	5.79851904e-04	2.50761865e-05
1.78746500e+00	6.02633968e-04	2.49029056e-05
1.79262600e+00	6.29467876e-04	2.51973530e-05
1.79778800e+00	5.94995571e-04	2.48901365e-05
1.80295000e+00	5.87826417e-04	2.47164684e-05
1.80811200e+00	5.65269749e-04	2.49704995e-05
1.81327300e+00	5.50609908e-04	2.48155320e-05
1.81843500e+00	5.75065054e-04	2.47422291e-05
1.82359700e+00	6.37915011e-04	2.49177507e-05
1.82875900e+00	5.94884768e-04	2.47818462e-05
1.83392000e+00	5.24802719e-04	2.47621736e-05
1.83908200e+00	5.63053526e-04	2.48372724e-05
1.84424400e+00	5.32130786e-04	2.47179678e-05
1.84940600e+00	5.67903233e-04	2.45206480e-05
1.85456800e+00	5.47677132e-04	2.47893841e-05
1.85972900e+00	5.48404806e-04	2.47137828e-05
1.86489100e+00	5.43787744e-04	2.45087274e-05
1.87005300e+00	5.14855996e-04	2.47684675e-05
1.87521500e+00	5.34446690e-04	2.46201976e-05
1.88037600e+00	5.32478023e-04	2.45400076e-05
1.88553800e+00	5.40611367e-04	2.47319643e-05
1.89070000e+00	5.43761959e-04	2.45399335e-05
1.89586200e+00	4.88406233e-04	2.43965652e-05
1.90102300e+00	4.98367784e-04	2.46047593e-05
1.90618500e+00	5.22782399e-04	2.45419436e-05
1.91134700e+00	5.20573590e-04	2.43610589e-05
1.91650900e+00	5.06656170e-04	2.45628190e-05
1.92167000e+00	5.15014827e-04	2.43795288e-05
1.92683200e+00	4.69875457e-04	2.44938411e-05
1.93199400e+00	4.96402824e-04	2.45067008e-05
1.93715600e+00	4.57018120e-04	2.42813879e-05
1.94231700e+00	4.76176806e-04	2.42592438e-05
1.94747900e+00	4.74145282e-04	2.44421221e-05
1.95264100e+00	4.75138801e-04	2.43449863e-05
1.95780300e+00	4.72967064e-04	2.42411858e-05
1.96296400e+00	5.22438869e-04	2.43997534e-05
1.96812600e+00	4.49217267e-04	2.42814043e-05
1.97328800e+00	4.02585806e-04	2.41762199e-05
1.97845000e+00	4.38047923e-04	2.43366163e-05
1.98361100e+00	4.06338523e-04	2.42294629e-05
1.98877300e+00	4.37364652e-04	2.41135771e-05
1.99393500e+00	4.52046571e-04	2.42486495e-05
1.99909700e+00	4.25537740e-04	2.41127038e-05
2.00425900e+00	4.22268931e-04	2.40804021e-05
2.00942000e+00	4.17563227e-04	2.42398100e-05
2.01458200e+00	4.07140011e-04	2.41704367e-05
2.01974400e+00	4.14047027e-04	2.40850155e-05
2.02490600e+00	4.24636488e-04	2.41362567e-05
2.03006700e+00	4.63529953e-04	2.40987155e-05
2.03522900e+00	3.55958052e-04	2.39177731e-05
2.04039100e+00	3.71892086e-04	2.41188577e-05
2.04555300e+00	3.70920645e-04	2.39538644e-05
2.05071400e+00	3.93093334e-04	2.39452803e-05
2.05587600e+00	3.92192000e-04	2.40903785e-05
2.06103800e+00	4.20266982e-04	2.39540868e-05
2.06620000e+00	3.76379809e-04	2.39865286e-05
2.07136200e+00	4.18737902e-04	2.40435612e-05
2.07652300e+00	3.80941428e-04	2.38410267e-05
2.08168500e+00	4.15967665e-04	2.38296581e-05
2.08684700e+00	3.54428890e-04	2.39666912e-05
2.09200800e+00	3.48275334e-04	2.38969554e-05
2.09717000e+00	3.64250146e-04	2.38246905e-05
2.10233200e+00	3.81765077e-04	2.39293477e-05
2.10749400e+00	4.17555895e-04	2.39245366e-05
2.11265500e+00	3.94858849e-04	2.44262554e-05
2.11781700e+00	3.71570798e-04	2.46903288e-05
2.12297900e+00	3.50990128e-04	2.46740338e-05
2.12814100e+00	4.02615381e-04	2.49553249e-05
2.13330200e+00	3.54890555e-04	2.51048717e-05
2.13846400e+00	3.64035872e-04	2.51298580e-05
2.14362600e+00	3.67792214e-04	2.54662457e-05
2.14878800e+00	3.59858397e-04	2.55402900e-05
2.15394900e+00	3.42276984e-04	2.55146365e-05
2.15911100e+00	3.33139082e-04	2.56645375e-05
2.16427300e+00	3.60870451e-04	2.58038526e-05
2.16943500e+00	3.72014010e-04	2.57906139e-05
2.17459700e+00	3.77805583e-04	2.56779657e-05
2.17975800e+00	3.69975154e-04	2.54114538e-05
2.18492000e+00	3.51200613e-04	2.50492313e-05
2.19008200e+00	3.15660975e-04	2.48491353e-05
2.19524400e+00	3.46022287e-04	2.49928496e-05
2.20040500e+00	3.37346049e-04	2.48304183e-05
2.20556700e+00	3.06046579e-04	2.45743277e-05
2.21072900e+00	2.97972467e-04	2.46118276e-05
2.21589100e+00	2.97137697e-04	2.44477735e-05
2.22105200e+00	3.04270025e-04	2.42916938e-05
2.22621400e+00	3.72257776e-04	2.44853723e-05
2.23137600e+00	3.45582700e-04	2.42493910e-05
2.23653800e+00	3.41671234e-04	2.43273402e-05
2.24169900e+00	3.40175354e-04	2.43703927e-05
2.24686100e+00	3.25914403e-04	2.42520766e-05
2.25202300e+00	2.96480293e-04	2.40208898e-05
2.25718500e+00	3.36345116e-04	2.42696650e-05
2.26234700e+00	3.02633767e-04	2.40003439e-05
2.26750800e+00	3.16359074e-04	2.39825001e-05
2.27267000e+00	3.14379369e-04	2.41740862e-05
2.27783200e+00	3.09374538e-04	2.39862814e-05
2.28299400e+00	3.12532544e-04	2.40319042e-05
2.28815500e+00	2.92240044e-04	2.42212907e-05
2.29331700e+00	2.75563508e-04	2.39053335e-05
2.29847900e+00	2.94216042e-04	2.39495641e-05
2.30364100e+00	2.65709052e-04	2.40557372e-05
2.30880200e+00	2.90792109e-04	2.38224991e-05
2.31396400e+00	3.39392319e-04	2.38228204e-05
2.31912600e+00	2.66488297e-04	2.39909607e-05
2.32428800e+00	2.51895020e-04	2.37212689e-05
2.32944900e+00	2.71024049e-04	2.38864106e-05
2.33461100e+00	2.91855900e-04	2.39196349e-05
2.33977300e+00	2.65140127e-04	2.37394423e-05
2.34493500e+00	2.72290991e-04	2.37430670e-05
2.35009600e+00	2.64612062e-04	2.38238749e-05
2.35525800e+00	3.07690251e-04	2.36037520e-05
2.36042000e+00	3.13862261e-04	2.37140935e-05
2.36558200e+00	2.49217133e-04	2.37430011e-05
2.37074400e+00	2.65771744e-04	2.36941160e-05
2.37590500e+00	3.14962958e-04	2.36397773e-05
2.38106700e+00	2.19694298e-04	2.38090957e-05
2.38622900e+00	2.47108088e-04	2.34931797e-05
2.39139100e+00	3.17042428e-04	2.36158620e-05
2.39655200e+00	2.79120404e-04	2.37008795e-05
2.40171400e+00	2.68179998e-04	2.34771318e-05
2.40687600e+00	2.76065787e-04	2.35494956e-05
2.41203800e+00	2.91087611e-04	2.36023432e-05
2.41719900e+00	2.89041341e-04	2.34313772e-05
2.42236100e+00	2.26642011e-04	2.35342633e-05
2.42752300e+00	2.98290129e-04	2.35679243e-05
2.43268500e+00	2.77473107e-04	2.34070995e-05
2.43784600e+00	2.79401160e-04	2.33024257e-05
2.44300800e+00	2.33467716e-04	2.33783731e-05
2.44817000e+00	2.86237904e-04	2.31983781e-05
2.45333200e+00	2.42398759e-04	2.33099801e-05
2.45849300e+00	2.53254230e-04	2.32338680e-05
2.46365500e+00	2.60161246e-04	2.31216234e-05
2.46881700e+00	2.47939151e-04	2.31512478e-05
2.47397900e+00	2.53826698e-04	2.32009814e-05
2.47914100e+00	2.58872143e-04	2.30089917e-05
2.48430200e+00	2.65066313e-04	2.31191273e-05
2.48946400e+00	3.03040072e-04	2.31158567e-05
2.49462600e+00	2.61236075e-04	2.29690202e-05
2.49978800e+00	2.59064256e-04	2.30657359e-05
2.50494900e+00	2.57978305e-04	2.30821957e-05
2.51011100e+00	2.68730305e-04	2.29703136e-05
2.51527300e+00	2.55281964e-04	2.30377675e-05
2.52043500e+00	2.65103302e-04	2.31331733e-05
2.52559600e+00	2.62152073e-04	2.29565477e-05
2.53075800e+00	2.31742816e-04	2.29965356e-05
2.53592000e+00	2.40341532e-04	2.30237874e-05
2.54108200e+00	2.45464498e-04	2.29056360e-05
2.54624300e+00	2.10947954e-04	2.29655520e-05
2.55140500e+00	2.55440795e-04	2.29487627e-05
2.55656700e+00	2.21770143e-04	2.29193772e-05
2.56172900e+00	2.95800565e-04	2.29907689e-05
2.56689000e+00	2.21227168e-04	2.29831404e-05
2.57205200e+00	1.94127333e-04	2.30568964e-05
2.57721400e+00	2.20196660e-04	2.34732599e-05
2.58237600e+00	2.27480405e-04	2.37496740e-05
2.58753800e+00	1.95028585e-04	2.38870202e-05
2.59269900e+00	2.72723082e-04	2.39970405e-05
2.59786100e+00	2.34235922e-04	2.40542213e-05
2.60302300e+00	2.36256407e-04	2.35016156e-05
2.60818500e+00	2.35122428e-04	2.35142693e-05
2.61334600e+00	2.60726382e-04	2.34737707e-05
2.61850800e+00	2.31853619e-04	2.32627344e-05
2.62367000e+00	2.37804023e-04	2.32710714e-05
2.62883200e+00	2.53235694e-04	2.32695556e-05
2.63399300e+00	2.85432709e-04	2.30746578e-05
2.63915500e+00	2.17581629e-04	2.31727246e-05
2.64431700e+00	2.20425597e-04	2.31836978e-05
2.64947900e+00	2.45926163e-04	2.31417245e-05
2.65464000e+00	2.19978761e-04	2.31771402e-05
2.65980200e+00	1.93647215e-04	2.31825609e-05
2.66496400e+00	2.14955477e-04	2.30676554e-05
2.67012600e+00	2.11139985e-04	2.31323330e-05
2.67528700e+00	2.19221512e-04	2.31317151e-05
2.68044900e+00	2.60914706e-04	2.29719613e-05
2.68561100e+00	2.02567219e-04	2.30961264e-05
2.69077300e+00	1.84708675e-04	2.30065449e-05
2.69593500e+00	1.74026864e-04	2.29607492e-05
2.70109600e+00	2.26630889e-04	2.30709671e-05
2.70625800e+00	2.22486696e-04	2.30443250e-05
2.71142000e+00	1.83881319e-04	2.29204317e-05
2.71658100e+00	2.55581173e-04	2.29765664e-05
2.72174300e+00	2.73284593e-04	2.29936358e-05
2.72690500e+00	1.87652490e-04	2.28558695e-05
2.73206700e+00	2.16998040e-04	2.29904064e-05
2.73722800e+00	2.30823111e-04	2.29283239e-05
2.74239000e+00	2.06342014e-04	2.28618751e-05
2.74755200e+00	2.13884355e-04	2.29309848e-05
2.75271400e+00	2.51448019e-04	2.29430454e-05
2.75787500e+00	2.23314052e-04	2.28472359e-05
2.76303700e+00	1.88923057e-04	2.28303313e-05
2.76819900e+00	2.26176556e-04	2.28110870e-05
2.77336100e+00	2.44999044e-04	2.26894427e-05
2.77852200e+00	2.16026599e-04	2.28151896e-05
2.78368400e+00	2.02663193e-04	2.27888440e-05
2.78884600e+00	1.98677831e-04	2.26783459e-05
2.79400800e+00	2.23192127e-04	2.27941659e-05
2.79917000e+00	2.02009497e-04	2.27941247e-05
2.80433100e+00	2.11498262e-04	2.25757070e-05
2.80949300e+00	1.97167205e-04	2.27136875e-05
2.81465500e+00	1.91567663e-04	2.26058668e-05
2.81981700e+00	1.95807912e-04	2.24947838e-05
2.82497800e+00	1.91058052e-04	2.26597854e-05
2.83014000e+00	2.37512145e-04	2.25806170e-05
2.83530200e+00	2.17936198e-04	2.25662167e-05
2.84046400e+00	2.05787999e-04	2.26968158e-05
2.84562500e+00	2.36322806e-04	2.26970053e-05
2.85078700e+00	1.83368001e-04	2.25299442e-05
2.85594900e+00	1.83039217e-04	2.26323524e-05
2.86111100e+00	2.18988867e-04	2.25879242e-05
2.86627200e+00	2.09212015e-04	2.25021158e-05
2.87143400e+00	2.44083046e-04	2.26980845e-05
2.87659600e+00	2.25290133e-04	2.25207916e-05
2.88175800e+00	2.06973632e-04	2.25165655e-05
2.88691900e+00	2.00557938e-04	2.25331159e-05
2.89208100e+00	1.81443656e-04	2.25398712e-05
2.89724300e+00	2.40921332e-04	2.23305978e-05
2.90240500e+00	1.88871404e-04	2.24597471e-05
2.90756700e+00	1.90396859e-04	2.24191331e-05
2.91272800e+00	2.08262652e-04	2.23317018e-05
2.91789000e+00	1.99468280e-04	2.25448717e-05
2.92305200e+00	1.53006690e-04	2.23590606e-05
2.92821400e+00	2.25821987e-04	2.26135365e-05
2.93337500e+00	1.96572494e-04	2.30467800e-05
2.93853700e+00	2.01222755e-04	2.32636653e-05
2.94369900e+00	1.63791972e-04	2.33946928e-05
2.94886100e+00	1.96247417e-04	2.36139837e-05
2.95402200e+00	1.84919242e-04	2.36302705e-05
2.95918400e+00	1.91896447e-04	2.38785679e-05
2.96434600e+00	2.36754979e-04	2.41008080e-05
2.96950800e+00	1.92324912e-04	2.39364572e-05
2.97466900e+00	2.00698233e-04	2.42052593e-05
2.97983100e+00	2.26911562e-04	2.44379618e-05
2.98499300e+00	2.01255955e-04	2.43579037e-05
2.99015500e+00	1.64224144e-04	2.44090460e-05
2.99531700e+00	1.88878818e-04	2.43093316e-05
3.00047800e+00	2.37357021e-04	2.38820691e-05
3.00564000e+00	1.90869563e-04	2.35351448e-05
3.01080200e+00	1.97935410e-04	2.36493171e-05
3.01596400e+00	1.85033752e-04	2.33225186e-05
3.02112500e+00	1.98009307e-04	2.32716398e-05
3.02628700e+00	1.87135382e-04	2.33606529e-05
3.03144900e+00	1.67230651e-04	2.31739438e-05
3.03661100e+00	2.03649380e-04	2.30346864e-05
3.04177200e+00	1.79345650e-04	2.31556140e-05
3.04693400e+00	1.83246077e-04	2.30781755e-05
3.05209600e+00	1.18730205e-04	2.29930921e-05
3.05725800e+00	1.61272915e-04	2.30346040e-05
3.06241900e+00	1.86027353e-04	2.29468102e-05
3.06758100e+00	1.61838051e-04	2.28917136e-05
3.07274300e+00	2.12698722e-04	2.31504651e-05
3.07790500e+00	2.15657283e-04	2.29102247e-05
3.08306600e+00	1.69369270e-04	2.28221755e-05
3.08822800e+00	1.80811956e-04	2.30301390e-05
3.09339000e+00	1.72966781e-04	2.28662248e-05
3.09855200e+00	1.79345650e-04	2.28313281e-05
3.10371400e+00	1.80239488e-04	2.29372622e-05
3.10887500e+00	1.90197414e-04	2.27213902e-05
3.11403700e+00	1.84416963e-04	2.27949814e-05
3.11919900e+00	1.89602703e-04	2.29405245e-05
3.12436100e+00	2.40064484e-04	2.27524315e-05
3.12952200e+00	1.82821319e-04	2.27392340e-05
3.13468400e+00	1.89285041e-04	2.28290708e-05
3.13984600e+00	1.71083132e-04	2.25472360e-05
3.14500800e+00	1.98648256e-04	2.26789556e-05
3.15016900e+00	1.71888245e-04	2.25935755e-05
3.15533100e+00	2.00580016e-04	2.25275469e-05
3.16049300e+00	1.75581812e-04	2.25205610e-05
3.16565500e+00	1.94112587e-04	2.26489111e-05
3.17081600e+00	1.87586008e-04	2.24430237e-05
3.17597800e+00	1.60999656e-04	2.25020087e-05
3.18114000e+00	2.01640099e-04	2.25134432e-05
3.18630200e+00	1.70976036e-04	2.23872021e-05
3.19146300e+00	2.00694526e-04	2.24834729e-05
3.19662500e+00	1.74270630e-04	2.24772860e-05
3.20178700e+00	1.30634637e-04	2.23692100e-05
3.20694900e+00	1.88136398e-04	2.25091182e-05
3.21211100e+00	2.07328201e-04	2.25546751e-05
3.21727200e+00	1.82289465e-04	2.23953496e-05
3.22243400e+00	1.40049588e-04	2.25023712e-05
3.22759600e+00	1.69775575e-04	2.25383965e-05
3.23275800e+00	1.83456561e-04	2.24201299e-05
3.23791900e+00	2.16846540e-04	2.25439243e-05
3.24308100e+00	1.63237875e-04	2.24824926e-05
3.24824300e+00	1.88572195e-04	2.24806390e-05
3.25340500e+00	2.00188540e-04	2.25463875e-05
3.25856600e+00	1.73579945e-04	2.26203165e-05
3.26372800e+00	2.04428707e-04	2.23945752e-05
3.26889000e+00	1.63215714e-04	2.25558778e-05
