q[nm-1]	merged(TipAS_1.96mgml-1_30degBack_sub_ave_cm-1_divconc_nm-1.dat_00001_[493]TipAS_NaP_30degBACK_1-2_ave_sub_cm-1_divconc.dat_00001_[TipAS_NaP_30degBACK_1-2_ave_sub.dat],scale_high,lq=0.8992,hq=1.0068)	error
3.15016900e+00	1.72139776e-04	2.24262562e-05
3.15533100e+00	1.85470706e-04	2.23041183e-05
3.16049300e+00	1.81649405e-04	2.23130786e-05
3.16565500e+00	1.52845062e-04	2.24306481e-05
3.17081600e+00	1.88726119e-04	2.22237195e-05
3.17597800e+00	1.23927558e-04	2.22738215e-05
3.18114000e+00	1.29261427e-04	2.22646172e-05
3.18630200e+00	1.71475871e-04	2.21772689e-05
3.19146300e+00	1.46579488e-04	2.22437435e-05
3.19662500e+00	1.57269859e-04	2.22848768e-05
3.20178700e+00	1.81770138e-04	2.21680645e-05
3.20694900e+00	1.03950008e-04	2.22895546e-05
3.21211100e+00	1.66519261e-04	2.23070798e-05
3.21727200e+00	1.47330135e-04	2.21835958e-05
3.22243400e+00	1.61841808e-04	2.22806196e-05
3.22759600e+00	1.58729675e-04	2.23349283e-05
3.23275800e+00	1.83958054e-04	2.22237699e-05
3.23791900e+00	1.55372460e-04	2.23143070e-05
3.24308100e+00	1.62430244e-04	2.22470752e-05
3.24824300e+00	1.24406619e-04	2.22485139e-05
3.25340500e+00	1.76960678e-04	2.23128767e-05
3.25856600e+00	2.03358441e-04	2.24125087e-05
3.26372800e+00	1.35361004e-04	2.21549985e-05
3.26889000e+00	1.87896218e-04	2.23579223e-05
3.27405200e+00	1.92000379e-04	2.23345245e-05
3.27921300e+00	1.02776922e-04	2.22356245e-05
3.28437500e+00	1.44587774e-04	2.23107060e-05
3.28953700e+00	1.48522151e-04	2.23117493e-05
3.29469900e+00	1.54829288e-04	2.21879876e-05
3.29986000e+00	1.47413091e-04	2.23989126e-05
3.30502200e+00	2.12702073e-04	2.23905664e-05
3.31018400e+00	1.16009752e-04	2.22014407e-05
3.31534600e+00	1.77624583e-04	2.23829439e-05
3.32050700e+00	1.73252622e-04	2.22598300e-05
3.32566900e+00	1.51215462e-04	2.23098479e-05
3.33083100e+00	1.43486286e-04	2.22629934e-05
3.33599300e+00	1.45553384e-04	2.22991880e-05
3.34115400e+00	1.20408047e-04	2.21305743e-05
3.34631600e+00	1.44765045e-04	2.23001472e-05
3.35147800e+00	1.37941155e-04	2.21789179e-05
3.35664000e+00	1.33878556e-04	2.22039310e-05
3.36180100e+00	1.29774395e-04	2.23262961e-05
3.36696300e+00	1.54180443e-04	2.21896955e-05
3.37212500e+00	1.43237332e-04	2.21618554e-05
3.37728700e+00	1.08940694e-04	2.22567591e-05
3.38244800e+00	1.47914869e-04	2.22528384e-05
3.38761000e+00	1.40604345e-04	2.22502134e-05
3.39277200e+00	1.24580104e-04	2.23339524e-05
3.39793400e+00	1.23821885e-04	2.22683696e-05
3.40309500e+00	1.47258452e-04	2.22252339e-05
3.40825700e+00	1.69050360e-04	2.25038955e-05
3.41341900e+00	1.52958223e-04	2.22328565e-05
3.41858100e+00	1.47801708e-04	2.22275560e-05
3.42374300e+00	1.67662227e-04	2.23578297e-05
3.42890400e+00	1.41796362e-04	2.22456449e-05
3.43406600e+00	1.38691802e-04	2.22052099e-05
3.43922800e+00	1.13927509e-04	2.24309678e-05
3.44439000e+00	1.15628707e-04	2.22475463e-05
3.44955100e+00	1.11437803e-04	2.22057568e-05
3.45471300e+00	1.35134683e-04	2.24086133e-05
3.45987500e+00	8.90838774e-05	2.22633047e-05
3.46503700e+00	1.17050831e-04	2.21468627e-05
3.47019800e+00	1.37609244e-04	2.23625244e-05
3.47536000e+00	1.41969931e-04	2.22733756e-05
3.48052200e+00	1.21849017e-04	2.22014912e-05
3.48568400e+00	1.22199942e-04	2.23620449e-05
3.49084500e+00	1.67013466e-04	2.22188397e-05
3.49600700e+00	1.30638287e-04	2.22173421e-05
3.50116900e+00	1.73573258e-04	2.24789244e-05
3.50633100e+00	1.54244638e-04	2.23503586e-05
3.51149200e+00	1.57730074e-04	2.21625033e-05
3.51665400e+00	1.42513103e-04	2.24361841e-05
3.52181600e+00	1.17360193e-04	2.22222892e-05
3.52697800e+00	9.97327707e-05	2.22392507e-05
3.53214000e+00	1.54731187e-04	2.24234546e-05
3.53730100e+00	1.51694524e-04	2.23272469e-05
3.54246300e+00	1.78005544e-04	2.22640619e-05
3.54762500e+00	1.27827945e-04	2.24405843e-05
3.55278700e+00	1.49016273e-04	2.23512420e-05
3.55794800e+00	1.27107502e-04	2.22295668e-05
3.56311000e+00	8.28673451e-05	2.24419137e-05
3.56827200e+00	1.08273003e-04	2.22895631e-05
3.57343400e+00	1.47047191e-04	2.21687713e-05
3.57859500e+00	1.65636606e-04	2.24381024e-05
3.58375700e+00	1.64527546e-04	2.22494814e-05
3.58891900e+00	1.60393265e-04	2.23197926e-05
3.59408100e+00	1.06858451e-04	2.23643586e-05
3.59924200e+00	1.57748921e-04	2.23263635e-05
3.60440400e+00	1.37073560e-04	2.21918578e-05
3.60956600e+00	1.47299931e-04	2.24954232e-05
3.61472800e+00	1.50464815e-04	2.22071786e-05
3.61988900e+00	1.64716092e-04	2.23581326e-05
3.62505100e+00	1.42882705e-04	2.23523778e-05
3.63021300e+00	1.74056022e-04	2.22813768e-05
3.63537500e+00	1.51996314e-04	2.23248406e-05
3.64053700e+00	1.46209801e-04	2.25080012e-05
3.64569800e+00	1.36062685e-04	2.22588792e-05
3.65086000e+00	9.37237223e-05	2.23386891e-05
3.65602200e+00	1.59914120e-04	2.24451276e-05
3.66118400e+00	1.41577612e-04	2.22352459e-05
3.66634500e+00	8.41008398e-05	2.24063837e-05
3.67150700e+00	1.43365553e-04	2.24010496e-05
3.67666900e+00	1.59378520e-04	2.22834633e-05
3.68183100e+00	1.18246633e-04	2.23562732e-05
3.68699200e+00	1.46685076e-04	2.23900027e-05
3.69215400e+00	1.47824340e-04	2.23027553e-05
3.69731600e+00	1.88756240e-04	2.23930820e-05
3.70247800e+00	1.14244275e-04	2.23966914e-05
3.70763900e+00	1.12007477e-04	2.23716278e-05
3.71280100e+00	1.76979524e-04	2.23594030e-05
3.71796300e+00	1.42728066e-04	2.24031361e-05
3.72312500e+00	1.29370802e-04	2.21777316e-05
3.72828700e+00	1.73882621e-04	2.24645038e-05
3.73344800e+00	1.33878556e-04	2.24589677e-05
3.73861000e+00	1.42731852e-04	2.23375954e-05
3.74377200e+00	1.01135965e-04	2.24131060e-05
3.74893400e+00	1.54380347e-04	2.27733696e-05
3.75409500e+00	1.76126990e-04	2.30935011e-05
3.75925700e+00	1.79608725e-04	2.35518065e-05
3.76441900e+00	1.63584484e-04	2.34790555e-05
3.76958100e+00	1.39906450e-04	2.37989429e-05
3.77474200e+00	1.53697596e-04	2.38826651e-05
3.77990400e+00	1.43561754e-04	2.38571387e-05
3.78506600e+00	1.18438965e-04	2.40196864e-05
3.79022800e+00	1.52215147e-04	2.41926247e-05
3.79538900e+00	1.46866218e-04	2.39738668e-05
3.80055100e+00	1.72003983e-04	2.41863819e-05
3.80571300e+00	1.58111035e-04	2.41967894e-05
3.81087500e+00	9.39198396e-05	2.41627149e-05
3.81603600e+00	1.56843550e-04	2.35093607e-05
3.82119800e+00	1.62309511e-04	2.34840362e-05
3.82636000e+00	1.11037997e-04	2.32015633e-05
3.83152200e+00	9.17809744e-05	2.30128667e-05
3.83668400e+00	1.26918873e-04	2.33141015e-05
3.84184500e+00	1.56753021e-04	2.30712980e-05
3.84700700e+00	1.47088753e-04	2.30087441e-05
3.85216900e+00	1.27228235e-04	2.31507377e-05
3.85733100e+00	1.58541130e-04	2.30259496e-05
3.86249200e+00	1.09114179e-04	2.28863958e-05
3.86765400e+00	1.70427220e-04	2.31464637e-05
3.87281600e+00	1.39510430e-04	2.30907751e-05
3.87797800e+00	1.42399942e-04	2.29931876e-05
3.88313900e+00	1.57828091e-04	2.32180368e-05
3.88830100e+00	1.11660423e-04	2.30588125e-05
3.89346300e+00	1.43022284e-04	2.29314666e-05
3.89862500e+00	1.22313102e-04	2.32051979e-05
3.90378600e+00	1.10634404e-04	2.29361445e-05
3.90894800e+00	1.29314264e-04	2.29068657e-05
3.91411000e+00	1.28356057e-04	2.31016621e-05
3.91927200e+00	1.49597221e-04	2.30333366e-05
3.92443300e+00	1.38718220e-04	2.28646470e-05
3.92959500e+00	1.00513538e-04	2.31796127e-05
3.93475700e+00	1.49404890e-04	2.30777595e-05
3.93991900e+00	1.27141408e-04	2.29209330e-05
3.94508000e+00	1.42867645e-04	2.31636019e-05
3.95024200e+00	1.46820869e-04	2.30308714e-05
3.95540400e+00	1.20581616e-04	2.29405952e-05
3.96056600e+00	1.35685427e-04	2.32400380e-05
3.96572700e+00	1.49710382e-04	2.30871069e-05
3.97088900e+00	1.00702252e-04	2.30648617e-05
3.97605100e+00	1.19600861e-04	2.33089861e-05
3.98121300e+00	1.04530957e-04	2.30348173e-05
3.98637400e+00	1.14866702e-04	2.31067270e-05
3.99153600e+00	1.61249501e-04	2.33367337e-05
3.99669800e+00	1.63637320e-04	2.30759675e-05
4.00186000e+00	1.39197281e-04	2.31521259e-05
4.00702100e+00	1.68812765e-04	2.32830475e-05
4.01218300e+00	8.96798856e-05	2.30433485e-05
4.01734500e+00	1.13135299e-04	2.33208323e-05
4.02250700e+00	1.32754436e-04	2.32692747e-05
4.02766800e+00	1.16794389e-04	2.32204683e-05
4.03283000e+00	1.48491947e-04	2.32739021e-05
4.03799200e+00	1.34104877e-04	2.33013972e-05
4.04315400e+00	1.36175846e-04	2.30740071e-05
4.04831600e+00	1.42354594e-04	2.32988648e-05
4.05347700e+00	1.34025623e-04	2.33033239e-05
4.05863900e+00	1.51509765e-04	2.32528601e-05
4.06380100e+00	1.25911700e-04	2.33820485e-05
4.06896300e+00	1.26650989e-04	2.32892819e-05
4.07412400e+00	1.04915703e-04	2.33229693e-05
4.07928600e+00	1.03565262e-04	2.34298537e-05
4.08444800e+00	1.73871263e-04	2.32650007e-05
4.08961000e+00	1.13731392e-04	2.33614355e-05
4.09477100e+00	1.31913260e-04	2.34625988e-05
4.09993300e+00	9.59416738e-05	2.32751136e-05
4.10509500e+00	1.28337211e-04	2.33581627e-05
4.11025700e+00	1.10894632e-04	2.34808055e-05
4.11541800e+00	1.42222587e-04	2.34582574e-05
4.12058000e+00	1.26077697e-04	2.33988754e-05
4.12574200e+00	1.38031767e-04	2.35465144e-05
4.13090400e+00	1.67948873e-04	2.33518779e-05
4.13606500e+00	1.46745485e-04	2.35473978e-05
4.14122700e+00	1.20151521e-04	2.36091357e-05
4.14638900e+00	1.07039424e-04	2.34747646e-05
4.15155100e+00	6.99438274e-05	2.34861228e-05
4.15671300e+00	1.01931960e-04	2.37127977e-05
4.16187400e+00	1.04700740e-04	2.34658295e-05
4.16703600e+00	1.13105179e-04	2.36541981e-05
4.17219800e+00	1.45398829e-04	2.37555043e-05
4.17736000e+00	1.02973040e-04	2.35731009e-05
4.18252100e+00	8.40857125e-05	2.36066621e-05
4.18768300e+00	1.31260629e-04	2.38536976e-05
4.19284500e+00	1.07854266e-04	2.35398594e-05
4.19800700e+00	1.33788027e-04	2.37312736e-05
4.20316800e+00	1.10174188e-04	2.38082230e-05
4.20833000e+00	9.64773577e-05	2.36162282e-05
4.21349200e+00	1.47635711e-04	2.37628324e-05
4.21865400e+00	9.79485321e-05	2.38252181e-05
4.22381500e+00	1.04855379e-04	2.36642606e-05
4.22897700e+00	9.78126550e-05	2.37345633e-05
4.23413900e+00	1.14082148e-04	2.39117924e-05
4.23930100e+00	1.13588027e-04	2.35851490e-05
4.24446200e+00	1.09068915e-04	2.37832771e-05
4.24962400e+00	1.60645921e-04	2.38726531e-05
4.25478600e+00	1.23489975e-04	2.36399709e-05
4.25994800e+00	9.21921393e-05	2.38558935e-05
4.26511000e+00	1.64980190e-04	2.39582683e-05
4.27027100e+00	1.10181676e-04	2.37348746e-05
4.27543300e+00	1.41611519e-04	2.44861024e-05
4.28059500e+00	1.10223155e-04	2.47441258e-05
4.28575700e+00	1.23686092e-04	2.51534902e-05
4.29091800e+00	6.91365997e-05	2.51958519e-05
4.29608000e+00	1.35157315e-04	2.53991459e-05
4.30124200e+00	1.52728115e-04	2.54217276e-05
4.30640400e+00	1.39208640e-04	2.54642323e-05
4.31156500e+00	1.51585149e-04	2.55386828e-05
4.31672700e+00	1.13154145e-04	2.56781609e-05
4.32188900e+00	1.05866338e-04	2.57923733e-05
4.32705100e+00	1.16598188e-04	2.58806808e-05
4.33221200e+00	1.36971674e-04	2.58800078e-05
4.33737400e+00	1.15640065e-04	2.60255519e-05
4.34253600e+00	9.60888249e-05	2.60044846e-05
4.34769800e+00	1.59401152e-04	2.61412535e-05
4.35285900e+00	8.34368931e-05	2.62464216e-05
4.35802100e+00	1.65123555e-04	2.64393418e-05
4.36318300e+00	1.49551957e-04	2.64557648e-05
4.36834500e+00	1.12094220e-04	2.65433656e-05
4.37350700e+00	1.17096095e-04	2.66103534e-05
4.37866800e+00	1.19996966e-04	2.65347166e-05
4.38383000e+00	1.36998176e-04	2.66294351e-05
4.38899200e+00	1.15557109e-04	2.66289303e-05
4.39415400e+00	1.53773064e-04	2.68162135e-05
4.39931500e+00	1.15919223e-04	2.67356295e-05
4.40447700e+00	1.13157931e-04	2.70287034e-05
4.40963900e+00	1.18718123e-04	2.69272625e-05
4.41480100e+00	1.24685693e-04	2.70546925e-05
4.41996200e+00	1.39099265e-04	2.72397293e-05
4.42512400e+00	9.87897080e-05	2.72477810e-05
4.43028600e+00	1.08586067e-04	2.72474192e-05
4.43544800e+00	1.20313816e-04	2.71797667e-05
4.44060900e+00	9.90726520e-05	2.73417255e-05
4.44577100e+00	1.31532299e-04	2.74665725e-05
4.45093300e+00	1.51373972e-04	2.76098282e-05
4.45609500e+00	1.54188015e-04	2.75762418e-05
4.46125700e+00	1.08925550e-04	2.76227597e-05
4.46641800e+00	1.05179717e-04	2.77265058e-05
4.47158000e+00	6.45005577e-05	2.78014780e-05
4.47674200e+00	1.45357267e-04	2.77739913e-05
4.48190400e+00	1.01822585e-04	2.77726367e-05
4.48706500e+00	1.12663726e-04	2.76361959e-05
4.49222700e+00	1.51438082e-04	2.77654432e-05
4.49738900e+00	1.07782584e-04	2.77448135e-05
4.50255100e+00	1.57963884e-04	2.78629382e-05
4.50771200e+00	1.30362831e-04	2.77635670e-05
4.51287400e+00	6.76880490e-05	2.78249263e-05
4.51803600e+00	7.92761853e-05	2.79685858e-05
4.52319800e+00	1.09778084e-04	2.77800658e-05
4.52835900e+00	1.10890930e-04	2.79112229e-05
4.53352100e+00	7.80992794e-05	2.77855850e-05
4.53868300e+00	1.70608277e-04	2.79030282e-05
4.54384500e+00	1.28144795e-04	2.78929910e-05
4.54900600e+00	6.65186816e-05	2.78990655e-05
4.55416800e+00	9.52211467e-05	2.77681355e-05
4.55933000e+00	1.53078956e-04	2.78350476e-05
4.56449200e+00	1.19695176e-04	2.79384825e-05
4.56965400e+00	8.70431130e-05	2.79141845e-05
4.57481500e+00	1.56338155e-04	2.78179179e-05
4.57997700e+00	9.03777806e-05	2.79145715e-05
4.58513900e+00	1.24836630e-04	2.77856439e-05
4.59030100e+00	1.18427691e-04	2.79647577e-05
4.59546200e+00	9.32898411e-05	2.78180777e-05
4.60062400e+00	1.27899628e-04	2.80539486e-05
4.60578600e+00	1.13108965e-04	2.80728115e-05
4.61094800e+00	1.75795080e-04	2.81536731e-05
4.61610900e+00	1.14040670e-04	2.83165742e-05
4.62127100e+00	1.54369073e-04	2.82009987e-05
4.62643300e+00	9.12867689e-05	2.82606416e-05
4.63159500e+00	1.28325937e-04	2.84533010e-05
4.63675600e+00	1.67254848e-04	2.84889572e-05
4.64191800e+00	7.71449175e-05	2.85460844e-05
4.64708000e+00	8.80502861e-05	2.86093114e-05
4.65224200e+00	1.00373959e-04	2.87374145e-05
4.65740300e+00	1.03765249e-04	2.87336621e-05
4.66256500e+00	1.04666749e-04	2.89901627e-05
4.66772700e+00	1.13225912e-04	2.90604907e-05
4.67288900e+00	9.57908208e-05	2.89413563e-05
4.67805100e+00	1.01407635e-04	2.90889618e-05
4.68321200e+00	1.15010067e-04	2.91268307e-05
4.68837400e+00	7.61792142e-05	2.93874538e-05
4.69353600e+00	8.44139124e-05	2.93847279e-05
4.69869800e+00	1.27752477e-04	2.95018851e-05
4.70385900e+00	1.20766375e-04	2.95922286e-05
4.70902100e+00	1.20438251e-04	2.98108098e-05
4.71418300e+00	1.37794088e-04	2.98524564e-05
4.71934500e+00	9.78806356e-05	2.99409489e-05
4.72450600e+00	1.31773681e-04	3.00367528e-05
4.72966800e+00	1.12509171e-04	3.00370978e-05
4.73483000e+00	1.12965600e-04	3.02148317e-05
4.73999200e+00	1.47450868e-04	3.02341069e-05
4.74515300e+00	8.19582307e-05	3.03010527e-05
4.75031500e+00	1.23108930e-04	3.05580412e-05
4.75547700e+00	1.13697401e-04	3.05342985e-05
4.76063900e+00	1.05326868e-04	3.07478737e-05
4.76580000e+00	1.08318267e-04	3.09593540e-05
4.77096200e+00	6.09924301e-05	3.07427247e-05
4.77612400e+00	1.40751497e-04	3.09666653e-05
4.78128600e+00	1.15538178e-04	3.10234560e-05
4.78644800e+00	8.67375368e-05	3.10790184e-05
4.79160900e+00	1.01720699e-04	3.12331022e-05
4.79677100e+00	1.20894680e-04	3.13987460e-05
4.80193300e+00	1.33855924e-04	3.14366990e-05
4.80709500e+00	1.32441372e-04	3.16255808e-05
4.81225600e+00	1.16043658e-04	3.16192539e-05
4.81741800e+00	1.03146609e-04	3.18627137e-05
4.82258000e+00	1.65715777e-04	3.18246176e-05
4.82774200e+00	1.52501793e-04	3.19428433e-05
4.83290300e+00	1.29887556e-04	3.19652399e-05
4.83806500e+00	7.32557788e-05	3.19717098e-05
4.84322700e+00	7.90046078e-05	3.22405782e-05
4.84838800e+00	8.54172995e-05	3.22637235e-05
4.85355000e+00	8.33954400e-05	3.24709382e-05
4.85871200e+00	1.12886346e-04	3.25295967e-05
4.86387300e+00	1.85900717e-04	3.27732500e-05
4.86903500e+00	1.11799918e-04	3.28045648e-05
4.87419700e+00	1.21302059e-04	3.27148859e-05
4.87935900e+00	1.37526288e-04	3.28487017e-05
4.88452100e+00	1.54602966e-04	3.29025982e-05
4.88968200e+00	1.23116502e-04	3.29257689e-05
4.89484400e+00	1.68024341e-04	3.29040538e-05
4.90000600e+00	1.72871577e-04	3.31425412e-05
4.90516800e+00	1.10630618e-04	3.31596878e-05
4.91032900e+00	1.31660520e-04	3.34244167e-05
4.91549100e+00	9.09284404e-05	3.39257821e-05
4.92065300e+00	9.75712734e-05	3.35752950e-05
4.92581500e+00	1.22346924e-04	3.38992714e-05
4.93097600e+00	9.16866598e-05	3.40531785e-05
4.93613800e+00	1.19993180e-04	3.40435367e-05
4.94130000e+00	7.08642159e-05	3.43931236e-05
4.94646200e+00	1.10924836e-04	3.46140017e-05
4.95162300e+00	7.35538249e-05	3.46967395e-05
4.95678500e+00	9.90047556e-05	3.49601727e-05
4.96194700e+00	8.71638459e-05	3.50949140e-05
4.96710900e+00	6.77031680e-05	3.54964708e-05
4.97227000e+00	1.31905688e-04	3.53670889e-05
4.97743200e+00	7.30332264e-05	3.55048253e-05
4.98259400e+00	1.52369787e-04	3.56930172e-05
4.98775600e+00	1.63328042e-04	3.59855778e-05
4.99291800e+00	5.65374791e-05	3.59898182e-05
4.99807900e+00	9.39462578e-05	3.62222900e-05
5.00324100e+00	8.84426049e-05	3.65607711e-05
5.00840300e+00	9.53909299e-05	3.66643406e-05
5.01356500e+00	8.91555599e-05	3.68485529e-05
5.01872600e+00	8.51155935e-05	3.72534498e-05
5.02388800e+00	6.09735672e-05	3.71185907e-05
5.02905000e+00	3.63789314e-05	3.72097251e-05
5.03421200e+00	8.34934819e-05	3.73882331e-05
5.03937300e+00	1.61962456e-04	3.76695871e-05
5.04453500e+00	5.62809785e-05	3.78253788e-05
5.04969700e+00	1.09849766e-04	3.75539948e-05
5.05485900e+00	9.99855105e-05	3.79953135e-05
5.06002000e+00	1.22844916e-04	3.84730287e-05
5.06518200e+00	1.26639715e-04	3.89749830e-05
5.07034400e+00	9.79975825e-05	3.94856285e-05
5.07550600e+00	7.36971731e-05	3.96895198e-05
5.08066700e+00	1.16398284e-04	4.01232075e-05
5.08582900e+00	1.36537961e-04	4.03935146e-05
5.09099100e+00	9.50250293e-05	4.09390169e-05
5.09615300e+00	1.33765395e-04	4.12174766e-05
5.10131500e+00	7.15281626e-05	4.15447174e-05
5.10647600e+00	8.22713285e-05	4.22518083e-05
5.11163800e+00	7.47835336e-05	4.26844779e-05
5.11680000e+00	1.66285367e-04	4.36043279e-05
5.12196200e+00	6.37913887e-05	4.37198277e-05
5.12712300e+00	6.84688753e-05	4.40715432e-05
5.13228500e+00	8.78503827e-05	4.46968302e-05
5.13744700e+00	5.20749895e-05	4.51061778e-05
5.14260900e+00	8.20751775e-05	4.62427749e-05
5.14777000e+00	1.08646392e-04	4.73807686e-05
5.15293200e+00	7.39687506e-05	4.79703994e-05
5.15809400e+00	9.08907482e-05	4.90383428e-05
5.16325600e+00	9.91895147e-05	4.97232559e-05
5.16841700e+00	3.81216833e-05	5.18913998e-05
5.17357900e+00	1.05142109e-04	5.44123446e-05
5.17874100e+00	7.32859662e-05	5.49271715e-05
5.18390300e+00	8.35387883e-05	5.61415172e-05
5.18906500e+00	1.06175616e-04	5.63688316e-05
5.19422600e+00	2.55799255e-04	6.04266009e-05
5.19938800e+00	9.18450849e-05	6.30696584e-05
5.20455000e+00	-3.41043070e-05	6.68522072e-05
5.20971200e+00	1.03761463e-04	9.57736574e-05
