q[nm-1]	merged(TipAS_1.96mgml-1_20degBack_sub_ave_cm-1_divconc_nm-1.dat_00001_[493]TipAS_NaP_20degBACK_1-2_ave_sub_cm-1_divconc.dat_00001_[TipAS_NaP_20degBACK_1-2_ave_sub.dat],scale_high,lq=0.9025,hq=1.0031)	error
3.27405200e+00	1.86009522e-04	2.28583282e-05
3.27921300e+00	1.26067033e-04	2.27748599e-05
3.28437500e+00	1.87146904e-04	2.28453479e-05
3.28953700e+00	1.64195177e-04	2.28347917e-05
3.29469900e+00	2.06514892e-04	2.27454936e-05
3.29986000e+00	1.76446251e-04	2.29305277e-05
3.30502200e+00	1.52045494e-04	2.29138289e-05
3.31018400e+00	2.34312504e-04	2.27724967e-05
3.31534600e+00	2.03086933e-04	2.29050450e-05
3.32050700e+00	1.83189221e-04	2.27738000e-05
3.32566900e+00	1.88463525e-04	2.28391705e-05
3.33083100e+00	1.59454507e-04	2.27653376e-05
3.33599300e+00	1.76376137e-04	2.28204039e-05
3.34115400e+00	2.01431382e-04	2.26654833e-05
3.34631600e+00	1.86566440e-04	2.28444443e-05
3.35147800e+00	1.41056478e-04	2.27038767e-05
3.35664000e+00	1.62469512e-04	2.27409322e-05
3.36180100e+00	1.94010640e-04	2.28613951e-05
3.36696300e+00	1.37916796e-04	2.26924343e-05
3.37212500e+00	1.68071103e-04	2.26871431e-05
3.37728700e+00	1.67510188e-04	2.27966588e-05
3.38244800e+00	2.02596132e-04	2.27746862e-05
3.38761000e+00	1.65157316e-04	2.27768669e-05
3.39277200e+00	1.48009791e-04	2.28667384e-05
3.39793400e+00	1.98428020e-04	2.27850773e-05
3.40309500e+00	2.09553268e-04	2.27579960e-05
3.40825700e+00	1.74821892e-04	2.30246391e-05
3.41341900e+00	1.99187635e-04	2.27621664e-05
3.41858100e+00	1.91946046e-04	2.27383431e-05
3.42374300e+00	1.46650249e-04	2.28868779e-05
3.42890400e+00	1.22206659e-04	2.27516014e-05
3.43406600e+00	1.66255948e-04	2.27379000e-05
3.43922800e+00	2.11228367e-04	2.29652722e-05
3.44439000e+00	1.92374552e-04	2.27952687e-05
3.44955100e+00	1.64436711e-04	2.27369791e-05
3.45471300e+00	1.87283310e-04	2.29328041e-05
3.45987500e+00	1.39759405e-04	2.27937482e-05
3.46503700e+00	2.16724743e-04	2.27041287e-05
3.47019800e+00	1.80407844e-04	2.29095977e-05
3.47536000e+00	1.70088954e-04	2.27954859e-05
3.48052200e+00	1.61569754e-04	2.27323048e-05
3.48568400e+00	1.95420747e-04	2.28939240e-05
3.49084500e+00	1.37301319e-04	2.27247199e-05
3.49600700e+00	1.59933665e-04	2.27331475e-05
3.50116900e+00	1.42384828e-04	2.29792168e-05
3.50633100e+00	1.47043741e-04	2.28540101e-05
3.51149200e+00	2.04874893e-04	2.27131211e-05
3.51665400e+00	1.97839824e-04	2.29548810e-05
3.52181600e+00	1.75121811e-04	2.27791693e-05
3.52697800e+00	1.86979394e-04	2.27893433e-05
3.53214000e+00	1.66119543e-04	2.29274608e-05
3.53730100e+00	1.59937488e-04	2.28515600e-05
3.54246300e+00	1.56603102e-04	2.27743213e-05
3.54762500e+00	1.59707683e-04	2.29676180e-05
3.55278700e+00	2.15634017e-04	2.28698228e-05
3.55794800e+00	1.47039832e-04	2.27525571e-05
3.56311000e+00	1.73789551e-04	2.29664798e-05
3.56827200e+00	1.79784634e-04	2.28353911e-05
3.57343400e+00	1.75452921e-04	2.26791412e-05
3.57859500e+00	1.68304817e-04	2.29543162e-05
3.58375700e+00	1.53541267e-04	2.27603592e-05
3.58891900e+00	2.57887528e-04	2.28733763e-05
3.59408100e+00	1.71728866e-04	2.28927338e-05
3.59924200e+00	1.51402735e-04	2.28347743e-05
3.60440400e+00	1.91572102e-04	2.27027125e-05
3.60956600e+00	1.64771731e-04	2.30075927e-05
3.61472800e+00	1.86737947e-04	2.27493425e-05
3.61988900e+00	1.25385264e-04	2.28519336e-05
3.62505100e+00	2.11843758e-04	2.28993542e-05
3.63021300e+00	1.70743355e-04	2.27900818e-05
3.63537500e+00	1.35848292e-04	2.28577374e-05
3.64053700e+00	1.43004215e-04	2.30235531e-05
3.64569800e+00	1.22385898e-04	2.27767974e-05
3.65086000e+00	1.43962445e-04	2.28556348e-05
3.65602200e+00	1.82004922e-04	2.29632043e-05
3.66118400e+00	1.48987569e-04	2.27488994e-05
3.66634500e+00	1.58761182e-04	2.29399893e-05
3.67150700e+00	1.93975540e-04	2.29499634e-05
3.67666900e+00	1.41161693e-04	2.27856421e-05
3.68183100e+00	1.73555836e-04	2.28988503e-05
3.68699200e+00	1.08724629e-04	2.28971387e-05
3.69215400e+00	1.61121700e-04	2.28037137e-05
3.69731600e+00	1.02378974e-04	2.28944801e-05
3.70247800e+00	1.58663700e-04	2.29204407e-05
3.70763900e+00	1.49836761e-04	2.28712824e-05
3.71280100e+00	1.81362251e-04	2.28814911e-05
3.71796300e+00	1.33643555e-04	2.29060007e-05
3.72312500e+00	1.75608789e-04	2.26976733e-05
3.72828700e+00	1.50837824e-04	2.29874273e-05
3.73344800e+00	1.61016572e-04	2.29419094e-05
3.73861000e+00	1.46136077e-04	2.28217766e-05
3.74377200e+00	1.87450733e-04	2.29316659e-05
3.74893400e+00	1.87497476e-04	2.33076075e-05
3.75409500e+00	1.70174708e-04	2.36420105e-05
3.75925700e+00	1.61807378e-04	2.40287517e-05
3.76441900e+00	1.58792286e-04	2.39982558e-05
3.76958100e+00	1.79936592e-04	2.43471422e-05
3.77474200e+00	1.45816696e-04	2.43790021e-05
3.77990400e+00	1.77735591e-04	2.43709654e-05
3.78506600e+00	1.40546129e-04	2.45532193e-05
3.79022800e+00	1.27562806e-04	2.47596354e-05
3.79538900e+00	1.65932571e-04	2.45323154e-05
3.80055100e+00	1.72613159e-04	2.47209639e-05
3.80571300e+00	1.38676412e-04	2.47121539e-05
3.81087500e+00	1.36241784e-04	2.46909372e-05
3.81603600e+00	1.44122135e-04	2.40277525e-05
3.82119800e+00	1.38547826e-04	2.40301679e-05
3.82636000e+00	1.32926773e-04	2.37307612e-05
3.83152200e+00	1.69076075e-04	2.35575344e-05
3.83668400e+00	1.32876120e-04	2.38312585e-05
3.84184500e+00	1.65535169e-04	2.35994814e-05
3.84700700e+00	1.61371053e-04	2.35513310e-05
3.85216900e+00	1.41543456e-04	2.36544695e-05
3.85733100e+00	1.65706589e-04	2.35432770e-05
3.86249200e+00	1.92090184e-04	2.34236307e-05
3.86765400e+00	1.31847776e-04	2.36325490e-05
3.87281600e+00	1.29572838e-04	2.35812882e-05
3.87797800e+00	1.63981011e-04	2.35363350e-05
3.88313900e+00	1.45033709e-04	2.37566523e-05
3.88830100e+00	1.61565844e-04	2.36072140e-05
3.89346300e+00	1.50304190e-04	2.34326144e-05
3.89862500e+00	1.87653343e-04	2.37598583e-05
3.90378600e+00	1.66855787e-04	2.34777587e-05
3.90894800e+00	1.28447099e-04	2.34528494e-05
3.91411000e+00	1.41013645e-04	2.36239215e-05
3.91927200e+00	1.84825223e-04	2.35198534e-05
3.92443300e+00	1.73587027e-04	2.33724829e-05
3.92959500e+00	1.09834904e-04	2.37031933e-05
3.93475700e+00	1.53369848e-04	2.35733992e-05
3.93991900e+00	1.75082887e-04	2.34452906e-05
3.94508000e+00	1.64093958e-04	2.36888403e-05
3.95024200e+00	1.78249850e-04	2.35443369e-05
3.95540400e+00	1.39891815e-04	2.34845703e-05
3.96056600e+00	1.21497696e-04	2.37432550e-05
3.96572700e+00	1.23862209e-04	2.36011148e-05
3.97088900e+00	1.42166752e-04	2.36027048e-05
3.97605100e+00	1.42571800e-04	2.38353594e-05
3.98121300e+00	2.15143217e-04	2.35655885e-05
3.98637400e+00	1.57557422e-04	2.36456075e-05
3.99153600e+00	1.56127853e-04	2.38507724e-05
3.99669800e+00	1.71035542e-04	2.35900546e-05
4.00186000e+00	1.60112817e-04	2.36686227e-05
4.00702100e+00	1.22358530e-04	2.38158629e-05
4.01218300e+00	1.23086955e-04	2.35663443e-05
4.01734500e+00	1.54663184e-04	2.38202678e-05
4.02250700e+00	1.21279533e-04	2.37982952e-05
4.02766800e+00	1.62302089e-04	2.37181980e-05
4.03283000e+00	1.84805761e-04	2.38269057e-05
4.03799200e+00	1.64140614e-04	2.38461676e-05
4.04315400e+00	1.58208000e-04	2.36000809e-05
4.04831600e+00	1.57502947e-04	2.37919006e-05
4.05347700e+00	1.75456831e-04	2.38214060e-05
4.05863900e+00	1.64810654e-04	2.37664614e-05
4.06380100e+00	1.74023266e-04	2.38894178e-05
4.06896300e+00	1.21867729e-04	2.37768525e-05
4.07412400e+00	1.61039943e-04	2.38661332e-05
4.07928600e+00	1.26359133e-04	2.39473078e-05
4.08444800e+00	1.48890173e-04	2.37730558e-05
4.08961000e+00	1.16737477e-04	2.38607813e-05
4.09477100e+00	1.62177412e-04	2.40004887e-05
4.09993300e+00	1.51254687e-04	2.37967921e-05
4.10509500e+00	1.50467790e-04	2.38390432e-05
4.11025700e+00	1.58309218e-04	2.39965529e-05
4.11541800e+00	1.32930683e-04	2.39747454e-05
4.12058000e+00	1.50226256e-04	2.39279938e-05
4.12574200e+00	1.33277432e-04	2.40739394e-05
4.13090400e+00	1.75998284e-04	2.38779493e-05
4.13606500e+00	1.45185667e-04	2.40295423e-05
4.14122700e+00	1.37351971e-04	2.41047741e-05
4.14638900e+00	1.45337625e-04	2.39865093e-05
4.15155100e+00	1.20858847e-04	2.40041639e-05
4.15671300e+00	8.04284405e-05	2.41902493e-05
4.16187400e+00	1.24333461e-04	2.39838680e-05
4.16703600e+00	1.47429414e-04	2.41615346e-05
4.17219800e+00	1.53054376e-04	2.42625879e-05
4.17736000e+00	1.04143650e-04	2.40753556e-05
4.18252100e+00	1.27940659e-04	2.41262515e-05
4.18768300e+00	9.78058144e-05	2.43798535e-05
4.19284500e+00	1.56353749e-04	2.40624622e-05
4.19800700e+00	1.42073180e-04	2.42678877e-05
4.20316800e+00	1.53163414e-04	2.43376198e-05
4.20833000e+00	1.74058366e-04	2.41547056e-05
4.21349200e+00	1.18654023e-04	2.42653421e-05
4.21865400e+00	1.37367524e-04	2.43565516e-05
4.22381500e+00	1.12565541e-04	2.41537933e-05
4.22897700e+00	1.47764347e-04	2.42513366e-05
4.23413900e+00	1.36089913e-04	2.44219917e-05
4.23930100e+00	1.59544083e-04	2.41013074e-05
4.24446200e+00	1.35108225e-04	2.42941176e-05
4.24962400e+00	1.56131676e-04	2.43879944e-05
4.25478600e+00	1.46611326e-04	2.41326287e-05
4.25994800e+00	1.67264831e-04	2.43684632e-05
4.26511000e+00	9.30690541e-05	2.44575875e-05
4.27027100e+00	1.77868088e-04	2.42690520e-05
4.27543300e+00	1.05413528e-04	2.50061912e-05
4.28059500e+00	1.34294133e-04	2.53083781e-05
4.28575700e+00	1.62831813e-04	2.57053714e-05
4.29091800e+00	1.44398770e-04	2.57723406e-05
4.29608000e+00	1.54928003e-04	2.59435952e-05
4.30124200e+00	1.23905043e-04	2.59977492e-05
4.30640400e+00	1.58987078e-04	2.60288532e-05
4.31156500e+00	1.08190995e-04	2.60724423e-05
4.31672700e+00	1.48048714e-04	2.62722987e-05
4.32188900e+00	1.17633412e-04	2.63652284e-05
4.32705100e+00	1.60023241e-04	2.64168889e-05
4.33221200e+00	1.21859997e-04	2.64490790e-05
4.33737400e+00	1.35158877e-04	2.66079875e-05
4.34253600e+00	1.46034859e-04	2.65874658e-05
4.34769800e+00	1.31804856e-04	2.67163042e-05
4.35285900e+00	1.17758089e-04	2.68139952e-05
4.35802100e+00	1.20878309e-04	2.69693068e-05
4.36318300e+00	1.60245227e-04	2.70211063e-05
4.36834500e+00	1.15183232e-04	2.70779102e-05
4.37350700e+00	1.09433592e-04	2.71869133e-05
4.37866800e+00	1.62640931e-04	2.71165817e-05
4.38383000e+00	1.33230602e-04	2.71995026e-05
4.38899200e+00	1.42431571e-04	2.72059927e-05
4.39415400e+00	9.91263452e-05	2.74007665e-05
4.39931500e+00	1.31800946e-04	2.73010598e-05
4.40447700e+00	1.29109319e-04	2.76015090e-05
4.40963900e+00	1.12534351e-04	2.75291357e-05
4.41480100e+00	1.34952444e-04	2.76574876e-05
4.41996200e+00	1.42638004e-04	2.78074646e-05
4.42512400e+00	1.26507181e-04	2.78148757e-05
4.43028600e+00	9.55464286e-05	2.78499502e-05
4.43544800e+00	1.60221855e-04	2.77610258e-05
4.44060900e+00	1.74599819e-04	2.79497351e-05
4.44577100e+00	1.59964769e-04	2.80738905e-05
4.45093300e+00	8.14256198e-05	2.81517375e-05
4.45609500e+00	1.36623460e-04	2.81712426e-05
4.46125700e+00	1.17138702e-04	2.82019122e-05
4.46641800e+00	1.15755876e-04	2.82756496e-05
4.47158000e+00	1.28813222e-04	2.83833755e-05
4.47674200e+00	1.21672938e-04	2.83405684e-05
4.48190400e+00	1.52220736e-04	2.83972594e-05
4.48706500e+00	1.66411642e-04	2.82414613e-05
4.49222700e+00	1.12351289e-04	2.83605080e-05
4.49738900e+00	5.22451646e-05	2.83185958e-05
4.50255100e+00	1.34823857e-04	2.84331854e-05
4.50771200e+00	1.01673921e-04	2.83724109e-05
4.51287400e+00	9.69216087e-05	2.84390761e-05
4.51803600e+00	1.74338824e-04	2.85450643e-05
4.52319800e+00	1.55083870e-04	2.83982933e-05
4.52835900e+00	1.59625926e-04	2.84688942e-05
4.53352100e+00	1.67833478e-04	2.83939926e-05
4.53868300e+00	1.62979861e-04	2.84710055e-05
4.54384500e+00	1.57982018e-04	2.84917357e-05
4.54900600e+00	1.69905892e-04	2.85214670e-05
4.55416800e+00	9.15459128e-05	2.83315587e-05
4.55933000e+00	1.34909524e-04	2.84410135e-05
4.56449200e+00	1.29194985e-04	2.85059063e-05
4.56965400e+00	1.24364652e-04	2.85456204e-05
4.57481500e+00	1.63587519e-04	2.83906650e-05
4.57997700e+00	1.12725232e-04	2.85132131e-05
4.58513900e+00	1.42260151e-04	2.84046184e-05
4.59030100e+00	1.30877817e-04	2.85290344e-05
4.59546200e+00	1.10734661e-04	2.84251401e-05
4.60062400e+00	1.31388166e-04	2.86416779e-05
4.60578600e+00	1.39638552e-04	2.86494626e-05
4.61094800e+00	1.15315641e-04	2.87322619e-05
4.61610900e+00	1.19947273e-04	2.88906752e-05
4.62127100e+00	1.57650908e-04	2.88153218e-05
4.62643300e+00	9.90874217e-05	2.88573122e-05
4.63159500e+00	1.23998528e-04	2.90283930e-05
4.63675600e+00	1.05592767e-04	2.90636240e-05
4.64191800e+00	1.76426703e-04	2.91624705e-05
4.64708000e+00	9.82771532e-05	2.92223500e-05
4.65224200e+00	1.10485395e-04	2.93418920e-05
4.65740300e+00	1.36304079e-04	2.93200149e-05
4.66256500e+00	1.39128289e-04	2.96624111e-05
4.66772700e+00	1.73625951e-04	2.96809258e-05
4.67288900e+00	1.03882654e-04	2.95230512e-05
4.67805100e+00	1.19865516e-04	2.96969383e-05
4.68321200e+00	1.68472327e-04	2.97938734e-05
4.68837400e+00	1.07092450e-04	3.00342780e-05
4.69353600e+00	1.13383543e-04	3.00252508e-05
4.69869800e+00	1.22510488e-04	3.01020552e-05
4.70385900e+00	1.22062520e-04	3.02203113e-05
4.70902100e+00	1.51877897e-04	3.04357110e-05
4.71418300e+00	1.18950120e-04	3.04432090e-05
4.71934500e+00	1.08751910e-04	3.05561652e-05
4.72450600e+00	1.30920650e-04	3.06709199e-05
4.72966800e+00	1.09196055e-04	3.06670450e-05
4.73483000e+00	1.26624038e-04	3.08271872e-05
4.73999200e+00	1.67253102e-04	3.08451459e-05
4.74515300e+00	1.66010505e-04	3.09752354e-05
4.75031500e+00	9.24730385e-05	3.12269608e-05
4.75547700e+00	8.85581022e-05	3.11267763e-05
4.76063900e+00	1.32287924e-04	3.14024987e-05
4.76580000e+00	1.32326847e-04	3.16133023e-05
4.77096200e+00	1.09869831e-04	3.13979895e-05
4.77612400e+00	1.64717255e-04	3.16196013e-05
4.78128600e+00	1.58468996e-04	3.16525125e-05
4.78644800e+00	7.75886433e-05	3.16870571e-05
4.79160900e+00	1.35345849e-04	3.19419623e-05
4.79677100e+00	1.81319418e-04	3.20687242e-05
4.80193300e+00	1.28462651e-04	3.20810095e-05
4.80709500e+00	1.03652762e-04	3.22885289e-05
4.81225600e+00	7.90143631e-05	3.22579635e-05
4.81741800e+00	1.31045240e-04	3.25655632e-05
4.82258000e+00	1.35867754e-04	3.24927642e-05
4.82774200e+00	2.09751969e-04	3.26025405e-05
4.83290300e+00	1.20995166e-04	3.26272586e-05
4.83806500e+00	1.36148298e-04	3.26810391e-05
4.84322700e+00	1.87680624e-04	3.29790208e-05
4.84838800e+00	8.50327741e-05	3.29980655e-05
4.85355000e+00	1.70201902e-04	3.31949939e-05
4.85871200e+00	1.39747676e-04	3.31789032e-05
4.86387300e+00	1.43121072e-04	3.33919050e-05
4.86903500e+00	1.76715067e-04	3.34924804e-05
4.87419700e+00	1.47904576e-04	3.33973699e-05
4.87935900e+00	8.21696836e-05	3.35019072e-05
4.88452100e+00	1.67942516e-04	3.35962011e-05
4.88968200e+00	1.17442617e-04	3.36410847e-05
4.89484400e+00	9.06733494e-05	3.35624037e-05
4.90000600e+00	1.65356104e-04	3.38425571e-05
4.90516800e+00	1.26916225e-04	3.39099173e-05
4.91032900e+00	1.21649567e-04	3.40640472e-05
4.91549100e+00	5.38773438e-05	3.46122773e-05
4.92065300e+00	2.11508825e-04	3.42940780e-05
4.92581500e+00	7.79976612e-05	3.46226077e-05
4.93097600e+00	1.53303643e-04	3.47742528e-05
4.93613800e+00	1.51714297e-04	3.47511507e-05
4.94130000e+00	1.38368673e-04	3.51341820e-05
4.94646200e+00	1.05581038e-04	3.53910769e-05
4.95162300e+00	1.77953754e-04	3.54956750e-05
4.95678500e+00	1.59232434e-04	3.56822731e-05
4.96194700e+00	1.33962936e-04	3.57650549e-05
4.96710900e+00	1.16207666e-04	3.62927547e-05
4.97227000e+00	1.10134736e-04	3.60226188e-05
4.97743200e+00	1.24906192e-04	3.63082545e-05
4.98259400e+00	9.67423696e-05	3.63696806e-05
4.98775600e+00	1.48457758e-04	3.67623385e-05
4.99291800e+00	1.08303943e-04	3.67748062e-05
4.99807900e+00	1.47861829e-04	3.69590410e-05
5.00324100e+00	1.49486189e-04	3.73324196e-05
5.00840300e+00	1.11439715e-04	3.73788932e-05
5.01356500e+00	1.33063092e-04	3.76376995e-05
5.01872600e+00	1.16947820e-04	3.80644154e-05
5.02388800e+00	7.77600977e-05	3.78844031e-05
5.02905000e+00	7.71017351e-05	3.80301054e-05
5.03421200e+00	1.32506087e-04	3.81961992e-05
5.03937300e+00	7.45541593e-05	3.84414604e-05
5.04453500e+00	1.03208791e-04	3.85784224e-05
5.04969700e+00	1.00809177e-04	3.82862444e-05
5.05485900e+00	9.69448933e-05	3.87507369e-05
5.06002000e+00	1.21396390e-04	3.92613121e-05
5.06518200e+00	1.27929017e-04	3.98294644e-05
5.07034400e+00	9.30534152e-05	4.03032186e-05
5.07550600e+00	1.61511282e-04	4.05163767e-05
5.08066700e+00	1.28961271e-04	4.09645787e-05
5.08582900e+00	1.14614497e-04	4.11949136e-05
5.09099100e+00	1.35038110e-04	4.17712850e-05
5.09615300e+00	2.16448195e-04	4.20942455e-05
5.10131500e+00	1.52945339e-04	4.24151904e-05
5.10647600e+00	7.13054051e-05	4.31205740e-05
5.11163800e+00	1.64631502e-04	4.36391336e-05
5.11680000e+00	1.90929344e-04	4.46127851e-05
5.12196200e+00	1.43510568e-04	4.46553663e-05
5.12712300e+00	1.50728786e-04	4.50333323e-05
5.13228500e+00	3.04464844e-05	4.56189654e-05
5.13744700e+00	1.66735020e-04	4.60808080e-05
5.14260900e+00	1.42747129e-04	4.72906849e-05
5.14777000e+00	5.87504926e-05	4.82494186e-05
5.15293200e+00	3.13307422e-05	4.89575651e-05
5.15809400e+00	4.67877034e-05	5.00549723e-05
5.16325600e+00	1.50093847e-04	5.07999310e-05
5.16841700e+00	1.70918685e-04	5.31260340e-05
5.17357900e+00	6.99575670e-05	5.57461569e-05
5.17874100e+00	1.42813334e-04	5.60348161e-05
5.18390300e+00	8.09036370e-05	5.72525907e-05
5.18906500e+00	1.39782690e-04	5.74766526e-05
5.19422600e+00	1.71553624e-04	6.14315463e-05
5.19938800e+00	1.45033709e-04	6.42753835e-05
5.20455000e+00	4.01226676e-05	6.79297064e-05
5.20971200e+00	8.63649906e-05	9.74915595e-05
