q[nm-1]	merged(TipAS_1.96mgml-1_20degBack_sub_ave_cm-1_divconc_nm-1.dat_00001_[493]TipAS_NaP_20degBACK_1-2_ave_sub_cm-1_divconc.dat_00001_[TipAS_NaP_20degBACK_1-2_ave_sub.dat],scale_high,lq=0.9025,hq=1.0031)	error
5.35196700e-01	1.03045900e-02	3.83075800e-04
5.47937800e-01	9.47198000e-03	3.67932800e-04
5.60678700e-01	9.66461700e-03	3.59225800e-04
5.73419600e-01	9.74408200e-03	3.66201800e-04
5.86160300e-01	9.42045400e-03	3.45308700e-04
5.98900800e-01	9.53413300e-03	3.50316100e-04
6.11641300e-01	9.17634200e-03	3.44618300e-04
6.24381600e-01	9.12026500e-03	3.30429100e-04
6.37121700e-01	8.51942900e-03	3.36978400e-04
6.49861800e-01	8.31681600e-03	3.17781200e-04
6.62601700e-01	8.35672400e-03	3.26052700e-04
6.75341400e-01	8.01339300e-03	3.12553000e-04
6.88081000e-01	8.07631100e-03	3.15662600e-04
7.00820400e-01	8.01085200e-03	3.13057400e-04
7.13559700e-01	6.98297400e-03	2.94858100e-04
7.26298800e-01	7.05314300e-03	3.02974600e-04
7.39037800e-01	7.13314800e-03	2.92864000e-04
7.51776600e-01	6.28753100e-03	2.92178700e-04
7.64515300e-01	6.19652600e-03	2.86723900e-04
7.77253700e-01	6.63471400e-03	2.83326400e-04
7.89992000e-01	6.23060700e-03	2.77101400e-04
8.02730200e-01	5.34626000e-03	2.67359500e-04
8.15468100e-01	6.08947400e-03	2.75272500e-04
8.28205900e-01	5.39908200e-03	2.66657400e-04
8.40943500e-01	5.56533700e-03	2.66205600e-04
8.53680900e-01	5.43686200e-03	2.69735200e-04
8.66418100e-01	5.73819900e-03	2.54597800e-04
8.79155100e-01	4.74286800e-03	2.57926700e-04
8.91892000e-01	5.43285200e-03	2.50762200e-04
9.17365000e-01	4.95714115e-03	2.50806283e-04
9.30101300e-01	4.82464533e-03	2.48521709e-04
9.42837300e-01	4.44765703e-03	2.40100980e-04
9.55573100e-01	4.38171737e-03	2.38031038e-04
9.68308700e-01	4.81007086e-03	2.42332070e-04
9.81044100e-01	4.43411492e-03	2.37880634e-04
9.93779300e-01	3.95405360e-03	2.33050634e-04
1.01320100e+00	3.98900738e-03	2.88159300e-05
1.01836200e+00	3.95511355e-03	2.89625793e-05
1.02352400e+00	3.91730479e-03	2.91258494e-05
1.02868600e+00	3.85481090e-03	2.87505854e-05
1.03384800e+00	3.75862562e-03	2.88192228e-05
1.03900900e+00	3.77397694e-03	2.88241143e-05
1.04417100e+00	3.77181529e-03	2.86005824e-05
1.04933300e+00	3.68943916e-03	2.85887229e-05
1.05449500e+00	3.66107281e-03	2.87592824e-05
1.05965600e+00	3.63428426e-03	2.85645521e-05
1.06481800e+00	3.62688619e-03	2.86066120e-05
1.06998000e+00	3.56826814e-03	2.87362411e-05
1.07514200e+00	3.52952539e-03	2.83507511e-05
1.08030300e+00	3.44414572e-03	2.85245079e-05
1.08546500e+00	3.36909641e-03	2.85703733e-05
1.09062700e+00	3.32610683e-03	2.82429991e-05
1.09578900e+00	3.32168189e-03	2.83772503e-05
1.10095000e+00	3.25373437e-03	2.84670871e-05
1.10611200e+00	3.25718970e-03	2.81088608e-05
1.11127400e+00	3.16687422e-03	2.86454921e-05
1.11643600e+00	3.19643259e-03	2.89678010e-05
1.12159800e+00	3.10245588e-03	2.90357259e-05
1.12675900e+00	3.11858305e-03	2.92464861e-05
1.13192100e+00	3.05168681e-03	2.95155359e-05
1.13708300e+00	2.99775522e-03	2.93668013e-05
1.14224500e+00	2.99228595e-03	2.92646272e-05
1.14740600e+00	2.95785085e-03	2.95017128e-05
1.15256800e+00	2.90462040e-03	2.94460297e-05
1.15773000e+00	2.90350569e-03	2.95385685e-05
1.16289200e+00	2.84874089e-03	2.93786782e-05
1.16805300e+00	2.79183270e-03	2.92953837e-05
1.17321500e+00	2.81852047e-03	2.94391833e-05
1.17837700e+00	2.72649166e-03	2.88536631e-05
1.18353900e+00	2.71713439e-03	2.84571650e-05
1.18870000e+00	2.64829111e-03	2.88087534e-05
1.19386200e+00	2.64210940e-03	2.87481006e-05
1.19902400e+00	2.62348870e-03	2.84487982e-05
1.20418600e+00	2.60537538e-03	2.89197635e-05
1.20934700e+00	2.54778168e-03	2.87583006e-05
1.21450900e+00	2.49515072e-03	2.85351076e-05
1.21967100e+00	2.54038448e-03	2.87493865e-05
1.22483300e+00	2.48779697e-03	2.86283240e-05
1.22999500e+00	2.50244279e-03	2.83467284e-05
1.23515600e+00	2.39046136e-03	2.87670150e-05
1.24031800e+00	2.40417754e-03	2.85270622e-05
1.24548000e+00	2.41412214e-03	2.84338544e-05
1.25064200e+00	2.37625516e-03	2.85447342e-05
1.25580300e+00	2.34277055e-03	2.84205353e-05
1.26096500e+00	2.34544220e-03	2.83412026e-05
1.26612700e+00	2.26986377e-03	2.85904953e-05
1.27128900e+00	2.26997237e-03	2.83165714e-05
1.27645000e+00	2.24304394e-03	2.81528496e-05
1.28161200e+00	2.19933410e-03	2.83127572e-05
1.28677400e+00	2.19531751e-03	2.81696614e-05
1.29193600e+00	2.16124818e-03	2.87170748e-05
1.29709700e+00	2.12234904e-03	2.89343511e-05
1.30225900e+00	2.03051832e-03	2.88672777e-05
1.30742100e+00	2.07073461e-03	2.92030360e-05
1.31258300e+00	2.03938123e-03	2.93363402e-05
1.31774400e+00	1.99337595e-03	2.92459735e-05
1.32290600e+00	1.97419137e-03	2.94369939e-05
1.32806800e+00	1.95141854e-03	2.98693050e-05
1.33323000e+00	1.90313085e-03	2.95370828e-05
1.33839100e+00	1.94275198e-03	3.00184305e-05
1.34355300e+00	1.91727188e-03	2.99577169e-05
1.34871500e+00	1.91492257e-03	2.98848657e-05
1.35387700e+00	1.84089848e-03	2.99980218e-05
1.35903800e+00	1.88939990e-03	2.95696986e-05
1.36420000e+00	1.87124749e-03	2.92980162e-05
1.36936200e+00	1.81745143e-03	2.89043766e-05
1.37452400e+00	1.77054257e-03	2.90617473e-05
1.37968600e+00	1.78570013e-03	2.89754554e-05
1.38484700e+00	1.68886845e-03	2.86618347e-05
1.39000900e+00	1.71476037e-03	2.88391276e-05
1.39517100e+00	1.71935386e-03	2.84728561e-05
1.40033300e+00	1.67167001e-03	2.84834731e-05
1.40549400e+00	1.60566258e-03	2.84826999e-05
1.41065600e+00	1.61503897e-03	2.83493609e-05
1.41581800e+00	1.66312770e-03	2.81798006e-05
1.42098000e+00	1.57710509e-03	2.84283547e-05
1.42614100e+00	1.54693941e-03	2.82427124e-05
1.43130300e+00	1.60082408e-03	2.81266718e-05
1.43646500e+00	1.57916943e-03	2.81963344e-05
1.44162700e+00	1.54526778e-03	2.80046102e-05
1.44678800e+00	1.51787192e-03	2.79040434e-05
1.45195000e+00	1.46440775e-03	2.80659581e-05
1.45711200e+00	1.43593975e-03	2.76941521e-05
1.46227400e+00	1.48012136e-03	2.77056901e-05
1.46743500e+00	1.44269836e-03	2.77906702e-05
1.47259700e+00	1.44641086e-03	2.78668924e-05
1.47775900e+00	1.37582993e-03	2.75166680e-05
1.48292100e+00	1.40825891e-03	2.76711977e-05
1.48808300e+00	1.36147516e-03	2.75195091e-05
1.49324400e+00	1.38797961e-03	2.74802381e-05
1.49840600e+00	1.28710006e-03	2.75966871e-05
1.50356800e+00	1.32977425e-03	2.73761787e-05
1.50873000e+00	1.30363211e-03	2.73309388e-05
1.51389100e+00	1.33636518e-03	2.75218810e-05
1.51905300e+00	1.28070375e-03	2.74663977e-05
1.52421500e+00	1.27555855e-03	2.73178282e-05
1.52937700e+00	1.26254352e-03	2.73286364e-05
1.53453800e+00	1.20547546e-03	2.73372465e-05
1.53970000e+00	1.21908217e-03	2.71045571e-05
1.54486200e+00	1.23635445e-03	2.73482980e-05
1.55002400e+00	1.19120323e-03	2.71346707e-05
1.55518500e+00	1.17772859e-03	2.70286303e-05
1.56034700e+00	1.19087916e-03	2.72395990e-05
1.56550900e+00	1.19624330e-03	2.71749235e-05
1.57067100e+00	1.14660893e-03	2.68283830e-05
1.57583200e+00	1.09611615e-03	2.70523667e-05
1.58099400e+00	1.13183365e-03	2.70017922e-05
1.58615600e+00	1.10550383e-03	2.68530142e-05
1.59131800e+00	1.08636269e-03	2.69486895e-05
1.59648000e+00	1.11206000e-03	2.68332831e-05
1.60164100e+00	1.11346663e-03	2.67305877e-05
1.60680300e+00	1.08291084e-03	2.68925719e-05
1.61196500e+00	1.02631108e-03	2.67212479e-05
1.61712700e+00	1.08112280e-03	2.66803521e-05
1.62228800e+00	1.01613624e-03	2.66957912e-05
1.62745000e+00	1.05828045e-03	2.67106047e-05
1.63261200e+00	1.01496333e-03	2.64915386e-05
1.63777400e+00	9.54467741e-04	2.67233070e-05
1.64293500e+00	1.00035921e-03	2.65117823e-05
1.64809700e+00	9.64225542e-04	2.64756738e-05
1.65325900e+00	9.65756416e-04	2.65422868e-05
1.65842100e+00	9.55188868e-04	2.65720354e-05
1.66358200e+00	9.31827836e-04	2.63437250e-05
1.66874400e+00	9.09039362e-04	2.64989584e-05
1.67390600e+00	9.30822603e-04	2.63862628e-05
1.67906800e+00	8.82780791e-04	2.62037656e-05
1.68422900e+00	8.95950477e-04	2.63694162e-05
1.68939100e+00	8.89227490e-04	2.63149060e-05
1.69455300e+00	8.88226601e-04	2.61852335e-05
1.69971500e+00	9.00928858e-04	2.65796898e-05
1.70487600e+00	8.76742440e-04	2.60945018e-05
1.71003800e+00	8.53062462e-04	2.61284295e-05
1.71520000e+00	8.63599775e-04	2.61799076e-05
1.72036200e+00	8.26499714e-04	2.61033639e-05
1.72552300e+00	7.97377922e-04	2.59407889e-05
1.73068500e+00	8.06333013e-04	2.60902532e-05
1.73584700e+00	8.11346495e-04	2.59620838e-05
1.74100900e+00	7.82470147e-04	2.58586239e-05
1.74617100e+00	7.59880373e-04	2.61932788e-05
1.75133200e+00	8.00973043e-04	2.59250023e-05
1.75649400e+00	7.45806585e-04	2.56793934e-05
1.76165600e+00	7.52681704e-04	2.59273134e-05
1.76681800e+00	7.84043854e-04	2.57051716e-05
1.77197900e+00	7.88823708e-04	2.56797236e-05
1.77714100e+00	7.30115736e-04	2.57771800e-05
1.78230300e+00	7.03463673e-04	2.56535806e-05
1.78746500e+00	7.20120224e-04	2.54781643e-05
1.79262600e+00	6.63582235e-04	2.56998370e-05
1.79778800e+00	6.75287860e-04	2.54286325e-05
1.80295000e+00	6.72019592e-04	2.52687248e-05
1.80811200e+00	6.26003190e-04	2.54833165e-05
1.81327300e+00	6.59679028e-04	2.53411416e-05
1.81843500e+00	6.56056278e-04	2.52569609e-05
1.82359700e+00	6.65522066e-04	2.54616827e-05
1.82875900e+00	6.74898365e-04	2.53089776e-05
1.83392000e+00	6.37167449e-04	2.52659880e-05
1.83908200e+00	6.18095557e-04	2.53331918e-05
1.84424400e+00	6.21320905e-04	2.52766137e-05
1.84940600e+00	5.82884936e-04	2.50158004e-05
1.85456800e+00	6.08563478e-04	2.53232958e-05
1.85972900e+00	5.95739846e-04	2.52694633e-05
1.86489100e+00	6.01945185e-04	2.50278076e-05
1.87005300e+00	5.48204212e-04	2.52694894e-05
1.87521500e+00	6.27950928e-04	2.51199642e-05
1.88037600e+00	6.01816686e-04	2.50700413e-05
1.88553800e+00	6.10760482e-04	2.52088278e-05
1.89070000e+00	5.75035775e-04	2.50538377e-05
1.89586200e+00	5.33732762e-04	2.49002203e-05
1.90102300e+00	5.47218702e-04	2.50977917e-05
1.90618500e+00	5.37932066e-04	2.50256790e-05
1.91134700e+00	5.35446785e-04	2.48418525e-05
1.91650900e+00	5.43245380e-04	2.50794160e-05
1.92167000e+00	5.22630885e-04	2.48557277e-05
1.92683200e+00	4.92546693e-04	2.50015430e-05
1.93199400e+00	5.27207955e-04	2.50016994e-05
1.93715600e+00	4.90665248e-04	2.47824508e-05
1.94231700e+00	5.19452280e-04	2.47618943e-05
1.94747900e+00	5.25895244e-04	2.49339569e-05
1.95264100e+00	5.03375845e-04	2.48202882e-05
1.95780300e+00	5.06277989e-04	2.47038480e-05
1.96296400e+00	4.73163154e-04	2.48322693e-05
1.96812600e+00	5.02807198e-04	2.47848400e-05
1.97328800e+00	4.89597806e-04	2.47058810e-05
1.97845000e+00	4.91015733e-04	2.48423651e-05
1.98361100e+00	4.85207708e-04	2.47262116e-05
1.98877300e+00	4.47005453e-04	2.45802920e-05
1.99393500e+00	4.94669673e-04	2.47282881e-05
1.99909700e+00	4.37138441e-04	2.45994844e-05
2.00425900e+00	4.89718573e-04	2.45680242e-05
2.00942000e+00	4.34279217e-04	2.47480452e-05
2.01458200e+00	4.24793880e-04	2.46578435e-05
2.01974400e+00	4.60448559e-04	2.45673552e-05
2.02490600e+00	4.60117449e-04	2.46109269e-05
2.03006700e+00	4.80646190e-04	2.45670858e-05
2.03522900e+00	4.24840623e-04	2.43783331e-05
2.04039100e+00	4.23056573e-04	2.45623768e-05
2.04555300e+00	4.46358872e-04	2.44663366e-05
2.05071400e+00	4.07498306e-04	2.44042154e-05
2.05587600e+00	4.54395091e-04	2.45841235e-05
2.06103800e+00	4.07790406e-04	2.43983335e-05
2.06620000e+00	4.24151122e-04	2.44718015e-05
2.07136200e+00	3.86860441e-04	2.44781092e-05
2.07652300e+00	4.44485159e-04	2.43348743e-05
2.08168500e+00	4.13579056e-04	2.42923974e-05
2.08684700e+00	3.73238182e-04	2.44163095e-05
2.09200800e+00	3.57173563e-04	2.43405912e-05
2.09717000e+00	3.35110038e-04	2.42605809e-05
2.10233200e+00	3.85734614e-04	2.43795842e-05
2.10749400e+00	3.90175365e-04	2.43508086e-05
2.11265500e+00	4.21646379e-04	2.48947033e-05
2.11781700e+00	3.63838599e-04	2.51654647e-05
2.12297900e+00	3.67017204e-04	2.51502775e-05
2.12814100e+00	4.01511043e-04	2.54221858e-05
2.13330200e+00	3.41837369e-04	2.56102261e-05
2.13846400e+00	3.55237555e-04	2.56154999e-05
2.14362600e+00	3.67398967e-04	2.59485909e-05
2.14878800e+00	3.61361138e-04	2.60031881e-05
2.15394900e+00	3.23704246e-04	2.60203040e-05
2.15911100e+00	3.54123458e-04	2.61867105e-05
2.16427300e+00	3.48284242e-04	2.63210486e-05
2.16943500e+00	3.62817987e-04	2.62697964e-05
2.17459700e+00	3.22648620e-04	2.61331125e-05
2.17975800e+00	3.44182334e-04	2.58656005e-05
2.18492000e+00	3.82236628e-04	2.54993116e-05
2.19008200e+00	3.54509130e-04	2.53471973e-05
2.19524400e+00	3.59982135e-04	2.54482940e-05
2.20040500e+00	3.30112195e-04	2.52930520e-05
2.20556700e+00	3.10296240e-04	2.50111783e-05
2.21072900e+00	3.56250347e-04	2.50643505e-05
2.21589100e+00	3.22301958e-04	2.49260940e-05
2.22105200e+00	3.05212731e-04	2.47105814e-05
2.22621400e+00	3.17257372e-04	2.49017147e-05
2.23137600e+00	2.80254881e-04	2.46935002e-05
2.23653800e+00	3.35441062e-04	2.47638579e-05
2.24169900e+00	3.24572899e-04	2.48286289e-05
2.24686100e+00	3.18145488e-04	2.47011111e-05
2.25202300e+00	3.35534547e-04	2.44632783e-05
2.25718500e+00	2.99564397e-04	2.46889215e-05
2.26234700e+00	2.94001816e-04	2.44401675e-05
2.26750800e+00	2.88166424e-04	2.44231298e-05
2.27267000e+00	3.17642958e-04	2.46020996e-05
2.27783200e+00	2.92848709e-04	2.44293941e-05
2.28299400e+00	2.79023927e-04	2.44560062e-05
2.28815500e+00	2.88902668e-04	2.46752375e-05
2.29331700e+00	2.86417474e-04	2.43429805e-05
2.29847900e+00	2.60758394e-04	2.43738847e-05
2.30364100e+00	3.16260045e-04	2.44940783e-05
2.30880200e+00	2.95661190e-04	2.42768975e-05
2.31396400e+00	2.72074524e-04	2.42056015e-05
2.31912600e+00	3.05138707e-04	2.44029035e-05
2.32428800e+00	2.75436278e-04	2.41668518e-05
2.32944900e+00	2.86791418e-04	2.43086270e-05
2.33461100e+00	3.02143164e-04	2.43590538e-05
2.33977300e+00	2.64501911e-04	2.41725339e-05
2.34493500e+00	3.10806503e-04	2.41991027e-05
2.35009600e+00	2.81922074e-04	2.42415709e-05
2.35525800e+00	2.64906958e-04	2.40165186e-05
2.36042000e+00	3.21343555e-04	2.41319597e-05
2.36558200e+00	2.77274890e-04	2.41681985e-05
2.37074400e+00	2.75272677e-04	2.41017071e-05
2.37590500e+00	3.03397490e-04	2.40599773e-05
2.38106700e+00	2.67661054e-04	2.42516493e-05
2.38622900e+00	2.44849556e-04	2.39102784e-05
2.39139100e+00	2.69195838e-04	2.40153544e-05
2.39655200e+00	3.01660183e-04	2.40907512e-05
2.40171400e+00	2.15201602e-04	2.38931885e-05
2.40687600e+00	2.59149586e-04	2.39370382e-05
2.41203800e+00	2.60816866e-04	2.40218792e-05
2.41719900e+00	2.46248020e-04	2.38208326e-05
2.42236100e+00	2.45706567e-04	2.39790200e-05
2.42752300e+00	2.75888155e-04	2.39748496e-05
2.43268500e+00	2.78599331e-04	2.38614242e-05
2.43784600e+00	2.87473100e-04	2.37146011e-05
2.44300800e+00	2.45718209e-04	2.38027349e-05
2.44817000e+00	2.60057250e-04	2.35890729e-05
2.45333200e+00	2.26576204e-04	2.37242190e-05
2.45849300e+00	2.81692269e-04	2.36706210e-05
2.46365500e+00	2.59270353e-04	2.35351187e-05
2.46881700e+00	2.23296293e-04	2.35680646e-05
2.47397900e+00	2.51374363e-04	2.36401860e-05
2.47914100e+00	2.24648015e-04	2.34200686e-05
2.48430200e+00	2.22314605e-04	2.35221036e-05
2.48946400e+00	2.86838161e-04	2.35123033e-05
2.49462600e+00	2.82225990e-04	2.33769487e-05
2.49978800e+00	2.33303621e-04	2.34739880e-05
2.50494900e+00	2.48947467e-04	2.34682798e-05
2.51011100e+00	2.35500538e-04	2.33636295e-05
2.51527300e+00	2.43906878e-04	2.34556992e-05
2.52043500e+00	2.92151475e-04	2.35393325e-05
2.52559600e+00	2.32216718e-04	2.33377298e-05
2.53075800e+00	2.73254913e-04	2.33662708e-05
2.53592000e+00	2.15041911e-04	2.34063150e-05
2.54108200e+00	2.24254523e-04	2.32996404e-05
2.54624300e+00	2.59496248e-04	2.33862451e-05
2.55140500e+00	2.15521070e-04	2.33115086e-05
2.55656700e+00	2.34986366e-04	2.33073121e-05
2.56172900e+00	2.17760907e-04	2.33699633e-05
2.56689000e+00	2.17616768e-04	2.33995208e-05
2.57205200e+00	2.20456531e-04	2.34680973e-05
2.57721400e+00	2.29275737e-04	2.38692523e-05
2.58237600e+00	2.14379691e-04	2.41490495e-05
2.58753800e+00	2.51323797e-04	2.43487929e-05
2.59269900e+00	2.31901247e-04	2.43818084e-05
2.59786100e+00	2.00928853e-04	2.44351023e-05
2.60302300e+00	1.99916060e-04	2.38866028e-05
2.60818500e+00	2.00313375e-04	2.39008863e-05
2.61334600e+00	2.42356455e-04	2.38699561e-05
2.61850800e+00	1.98556606e-04	2.36341824e-05
2.62367000e+00	2.20183806e-04	2.36726541e-05
2.62883200e+00	1.88444150e-04	2.36328531e-05
2.63399300e+00	2.15972947e-04	2.34286786e-05
2.63915500e+00	1.91634397e-04	2.35368129e-05
2.64431700e+00	2.08279480e-04	2.35659360e-05
2.64947900e+00	2.12630655e-04	2.35224425e-05
2.65464000e+00	2.15232793e-04	2.35854238e-05
2.65980200e+00	2.23374227e-04	2.35829129e-05
2.66496400e+00	2.15182227e-04	2.34508946e-05
2.67012600e+00	2.00025098e-04	2.34931456e-05
2.67528700e+00	2.11656786e-04	2.35016341e-05
2.68044900e+00	2.07266688e-04	2.33370782e-05
2.68561100e+00	2.23175526e-04	2.34911473e-05
2.69077300e+00	2.31211745e-04	2.33958543e-05
2.69593500e+00	1.83851441e-04	2.33503799e-05
2.70109600e+00	2.46995994e-04	2.34720939e-05
2.70625800e+00	2.39536242e-04	2.34167931e-05
2.71142000e+00	2.09490973e-04	2.33240110e-05
2.71658100e+00	2.06464239e-04	2.33577302e-05
2.72174300e+00	2.08006755e-04	2.33547849e-05
2.72690500e+00	2.20585117e-04	2.32353385e-05
2.73206700e+00	2.11855487e-04	2.33982784e-05
2.73722800e+00	2.17733626e-04	2.32928114e-05
2.74239000e+00	2.02876590e-04	2.32421588e-05
2.74755200e+00	2.40556853e-04	2.33256878e-05
2.75271400e+00	2.10410279e-04	2.32935933e-05
2.75787500e+00	2.02054592e-04	2.32188742e-05
2.76303700e+00	2.20292931e-04	2.31981700e-05
2.76819900e+00	2.20503274e-04	2.31743642e-05
2.77336100e+00	1.85841925e-04	2.30533452e-05
2.77852200e+00	2.05073594e-04	2.31925140e-05
2.78368400e+00	2.05587766e-04	2.31455278e-05
2.78884600e+00	1.68386661e-04	2.30468985e-05
2.79400800e+00	1.92849800e-04	2.31452498e-05
2.79917000e+00	2.35691507e-04	2.31722355e-05
2.80433100e+00	2.40732096e-04	2.29359753e-05
2.80949300e+00	1.99327864e-04	2.30926249e-05
2.81465500e+00	2.04185391e-04	2.29737606e-05
2.81981700e+00	1.68597004e-04	2.28237836e-05
2.82497800e+00	2.30163853e-04	2.30353170e-05
2.83014000e+00	1.97816452e-04	2.29263052e-05
2.83530200e+00	2.01984565e-04	2.29104491e-05
2.84046400e+00	1.93282129e-04	2.30382797e-05
2.84562500e+00	2.17737535e-04	2.30514077e-05
2.85078700e+00	1.98891539e-04	2.28900665e-05
2.85594900e+00	1.78803033e-04	2.29858807e-05
2.86111100e+00	2.03776434e-04	2.29308231e-05
2.86627200e+00	2.24877820e-04	2.28499701e-05
2.87143400e+00	2.12759241e-04	2.30308165e-05
2.87659600e+00	1.94645580e-04	2.28544445e-05
2.88175800e+00	2.24149395e-04	2.28740366e-05
2.88691900e+00	1.87002765e-04	2.28634803e-05
2.89208100e+00	2.01820878e-04	2.28977121e-05
2.89724300e+00	2.42473313e-04	2.26937896e-05
2.90240500e+00	1.82336119e-04	2.28066764e-05
2.90756700e+00	2.09825993e-04	2.27873450e-05
2.91272800e+00	1.95471400e-04	2.26588367e-05
2.91789000e+00	2.25337516e-04	2.28851054e-05
2.92305200e+00	1.88183154e-04	2.27506457e-05
2.92821400e+00	1.82745163e-04	2.29343506e-05
2.93337500e+00	2.13631805e-04	2.34201641e-05
2.93853700e+00	1.88159783e-04	2.36082566e-05
2.94369900e+00	1.86500322e-04	2.37686161e-05
2.94886100e+00	1.87248209e-04	2.39919916e-05
2.95402200e+00	2.06269448e-04	2.40098199e-05
2.95918400e+00	2.31402627e-04	2.42803033e-05
2.96434600e+00	1.67046581e-04	2.44132512e-05
2.96950800e+00	2.02502647e-04	2.42893912e-05
2.97466900e+00	1.57705470e-04	2.45682327e-05
2.97983100e+00	2.12568273e-04	2.48039890e-05
2.98499300e+00	1.73886947e-04	2.47385489e-05
2.99015500e+00	1.94076845e-04	2.47951617e-05
2.99531700e+00	1.87785753e-04	2.47046473e-05
3.00047800e+00	1.94295008e-04	2.42194593e-05
3.00564000e+00	2.16214481e-04	2.39136147e-05
3.01080200e+00	2.17238915e-04	2.40310280e-05
3.01596400e+00	1.89320623e-04	2.36753735e-05
3.02112500e+00	2.17550564e-04	2.36363979e-05
3.02628700e+00	1.66754482e-04	2.37175811e-05
3.03144900e+00	1.42182304e-04	2.35259873e-05
3.03661100e+00	1.92908185e-04	2.34041429e-05
3.04177200e+00	1.85058938e-04	2.35015298e-05
3.04693400e+00	2.01088630e-04	2.34517286e-05
3.05209600e+00	2.02498737e-04	2.33126728e-05
3.05725800e+00	2.02136436e-04	2.33932913e-05
3.06241900e+00	1.93157539e-04	2.33175904e-05
3.06758100e+00	1.50685953e-04	2.32528367e-05
3.07274300e+00	1.55383790e-04	2.34395911e-05
3.07790500e+00	1.67903680e-04	2.32567203e-05
3.08306600e+00	1.74693305e-04	2.31816449e-05
3.08822800e+00	1.92834248e-04	2.33607711e-05
3.09339000e+00	1.76072308e-04	2.32287441e-05
3.09855200e+00	1.98502044e-04	2.31821141e-05
3.10371400e+00	1.92475857e-04	2.32970947e-05
3.10887500e+00	1.73598756e-04	2.30556041e-05
3.11403700e+00	1.59267535e-04	2.31217827e-05
3.11919900e+00	1.49844493e-04	2.33047752e-05
3.12436100e+00	2.13772033e-04	2.30784369e-05
3.12952200e+00	1.34703090e-04	2.30463511e-05
3.13468400e+00	1.39513962e-04	2.31754502e-05
3.13984600e+00	1.68437227e-04	2.28993282e-05
3.14500800e+00	2.00835367e-04	2.30039958e-05
3.15016900e+00	1.81303866e-04	2.29588863e-05
3.15533100e+00	1.74034995e-04	2.28369377e-05
3.16049300e+00	1.60669909e-04	2.28447050e-05
3.16565500e+00	1.94630027e-04	2.29694947e-05
3.17081600e+00	1.75760660e-04	2.27347201e-05
3.17597800e+00	2.16759757e-04	2.28543576e-05
3.18114000e+00	2.26143788e-04	2.28193787e-05
3.18630200e+00	1.62395488e-04	2.27154930e-05
3.19146300e+00	2.08649514e-04	2.27690735e-05
3.19662500e+00	1.60389365e-04	2.28105079e-05
3.20178700e+00	2.04049072e-04	2.27111662e-05
3.20694900e+00	1.76473533e-04	2.28109684e-05
3.21211100e+00	1.93422357e-04	2.28764259e-05
3.21727200e+00	1.85721245e-04	2.27361276e-05
3.22243400e+00	1.83068454e-04	2.28235230e-05
3.22759600e+00	1.90543758e-04	2.28520205e-05
3.23275800e+00	2.10955642e-04	2.27406281e-05
3.23791900e+00	1.79317205e-04	2.28162683e-05
3.24308100e+00	1.77217510e-04	2.27701074e-05
3.24824300e+00	1.82195891e-04	2.27861113e-05
3.25340500e+00	1.72932627e-04	2.28483106e-05
3.25856600e+00	1.48333081e-04	2.29388424e-05
3.26372800e+00	2.27596815e-04	2.27164660e-05
3.26889000e+00	1.91649949e-04	2.28607261e-05
