q[nm-1]	merged(TipAS_1.96mgml-1_35deg_sub_ave_cm-1_divconc_nm-1.dat_00001_[493]TipAS_NaP_35deg_1-2_ave_sub_cm-1_divconc.dat_00001_[TipAS_NaP_35deg_1-2_ave_sub.dat],scale_high,lq=0.9025,hq=1.0031)	error
1.55002400e+00	1.05263774e-03	3.09465372e-05
1.55518500e+00	1.03143676e-03	3.08501365e-05
1.56034700e+00	1.03368043e-03	3.11078179e-05
1.56550900e+00	1.01813704e-03	3.09750450e-05
1.57067100e+00	1.04367920e-03	3.06251775e-05
1.57583200e+00	1.02568320e-03	3.09229617e-05
1.58099400e+00	1.01296996e-03	3.08204720e-05
1.58615600e+00	9.36128263e-04	3.06485827e-05
1.59131800e+00	9.24332400e-04	3.07476737e-05
1.59648000e+00	9.94311264e-04	3.06102018e-05
1.60164100e+00	9.95616933e-04	3.04962517e-05
1.60680300e+00	9.53738660e-04	3.07260082e-05
1.61196500e+00	9.23286789e-04	3.05068961e-05
1.61712700e+00	9.36626857e-04	3.04386264e-05
1.62228800e+00	8.92541411e-04	3.04931489e-05
1.62745000e+00	9.06090691e-04	3.05221229e-05
1.63261200e+00	9.12125825e-04	3.02404893e-05
1.63777400e+00	8.09813259e-04	3.04737701e-05
1.64293500e+00	8.64408806e-04	3.02783681e-05
1.64809700e+00	8.19973089e-04	3.02549898e-05
1.65325900e+00	8.55728615e-04	3.03606629e-05
1.65842100e+00	8.49013923e-04	3.03266222e-05
1.66358200e+00	8.41788979e-04	3.00865978e-05
1.66874400e+00	8.13475769e-04	3.02973254e-05
1.67390600e+00	8.75775574e-04	3.02098383e-05
1.67906800e+00	8.27210318e-04	2.99542464e-05
1.68422900e+00	7.78384556e-04	3.01677359e-05
1.68939100e+00	7.72220379e-04	3.00985605e-05
1.69455300e+00	7.67890776e-04	2.99334776e-05
1.69971500e+00	8.27825669e-04	3.03656309e-05
1.70487600e+00	7.91189892e-04	2.98371665e-05
1.71003800e+00	7.89995958e-04	2.98763366e-05
1.71520000e+00	6.97747179e-04	2.99063957e-05
1.72036200e+00	7.08638938e-04	2.98427443e-05
1.72552300e+00	7.92665316e-04	2.97079627e-05
1.73068500e+00	7.26212927e-04	2.98927113e-05
1.73584700e+00	6.91422753e-04	2.97304352e-05
1.74100900e+00	7.36839157e-04	2.96143688e-05
1.74617100e+00	7.15558359e-04	2.99914884e-05
1.75133200e+00	6.68738449e-04	2.96585427e-05
1.75649400e+00	6.66125048e-04	2.94455823e-05
1.76165600e+00	6.88451548e-04	2.96235246e-05
1.76681800e+00	6.80281608e-04	2.94258089e-05
1.77197900e+00	6.68766607e-04	2.93774382e-05
1.77714100e+00	6.28178669e-04	2.94777398e-05
1.78230300e+00	6.51152354e-04	2.93635027e-05
1.78746500e+00	5.89291420e-04	2.91622179e-05
1.79262600e+00	6.75581556e-04	2.94797844e-05
1.79778800e+00	7.08823848e-04	2.91265093e-05
1.80295000e+00	6.33916082e-04	2.89421373e-05
1.80811200e+00	6.62486480e-04	2.92673440e-05
1.81327300e+00	6.45141612e-04	2.90764706e-05
1.81843500e+00	6.09607493e-04	2.89323268e-05
1.82359700e+00	6.43207678e-04	2.91334501e-05
1.82875900e+00	6.12269140e-04	2.90082458e-05
1.83392000e+00	6.22276433e-04	2.89638118e-05
1.83908200e+00	5.76835637e-04	2.91000013e-05
1.84424400e+00	5.74748898e-04	2.89458857e-05
1.84940600e+00	5.53307043e-04	2.86683323e-05
1.85456800e+00	5.42708701e-04	2.90089183e-05
1.85972900e+00	6.08831535e-04	2.89590769e-05
1.86489100e+00	5.85455746e-04	2.86935579e-05
1.87005300e+00	5.29308102e-04	2.90149086e-05
1.87521500e+00	5.55144486e-04	2.88141619e-05
1.88037600e+00	5.21419652e-04	2.87174653e-05
1.88553800e+00	5.67073516e-04	2.89146608e-05
1.89070000e+00	5.34357886e-04	2.87165865e-05
1.89586200e+00	5.44397462e-04	2.85955789e-05
1.90102300e+00	4.86939037e-04	2.87730100e-05
1.90618500e+00	5.14367512e-04	2.86987501e-05
1.91134700e+00	4.97742286e-04	2.85106207e-05
1.91650900e+00	5.29412573e-04	2.87682393e-05
1.92167000e+00	4.91405933e-04	2.85454057e-05
1.92683200e+00	4.88961300e-04	2.87106769e-05
1.93199400e+00	4.98659035e-04	2.87273385e-05
1.93715600e+00	4.68021984e-04	2.84740960e-05
1.94231700e+00	4.67029012e-04	2.84269269e-05
1.94747900e+00	4.88076835e-04	2.86354215e-05
1.95264100e+00	4.78982255e-04	2.85087554e-05
1.95780300e+00	4.50894309e-04	2.83920792e-05
1.96296400e+00	5.26566017e-04	2.85425271e-05
1.96812600e+00	4.63080707e-04	2.84491036e-05
1.97328800e+00	4.68391894e-04	2.83898104e-05
1.97845000e+00	4.19951825e-04	2.85228613e-05
1.98361100e+00	4.71435557e-04	2.84093506e-05
1.98877300e+00	4.24828716e-04	2.82411739e-05
1.99393500e+00	4.18367624e-04	2.83867435e-05
1.99909700e+00	4.24016618e-04	2.82277764e-05
2.00425900e+00	4.27381856e-04	2.82246378e-05
2.00942000e+00	4.46383203e-04	2.84193852e-05
2.01458200e+00	4.19843228e-04	2.83222940e-05
2.01974400e+00	4.34671186e-04	2.82156703e-05
2.02490600e+00	4.17752453e-04	2.82967456e-05
2.03006700e+00	4.00013552e-04	2.82125675e-05
2.03522900e+00	4.31426561e-04	2.79950965e-05
2.04039100e+00	4.14741074e-04	2.82581763e-05
2.04555300e+00	4.16670972e-04	2.80499866e-05
2.05071400e+00	3.75439704e-04	2.80368223e-05
2.05587600e+00	4.36858362e-04	2.82471821e-05
2.06103800e+00	4.00962494e-04	2.80545241e-05
2.06620000e+00	3.89841526e-04	2.81160592e-05
2.07136200e+00	3.91433618e-04	2.81447911e-05
2.07652300e+00	3.65689689e-04	2.79506266e-05
2.08168500e+00	4.04745887e-04	2.79103535e-05
2.08684700e+00	3.87682418e-04	2.80576897e-05
2.09200800e+00	3.79327568e-04	2.79950516e-05
2.09717000e+00	3.90138978e-04	2.78566829e-05
2.10233200e+00	3.95655252e-04	2.80060548e-05
2.10749400e+00	3.89781175e-04	2.79709380e-05
2.11265500e+00	3.59863856e-04	2.86119266e-05
2.11781700e+00	3.43359333e-04	2.89189025e-05
2.12297900e+00	3.63285410e-04	2.89038370e-05
2.12814100e+00	3.26882878e-04	2.91853810e-05
2.13330200e+00	3.55433189e-04	2.94742066e-05
2.13846400e+00	3.77309251e-04	2.94770403e-05
2.14362600e+00	3.49442444e-04	2.98235001e-05
2.14878800e+00	3.37609814e-04	2.99359975e-05
2.15394900e+00	3.12436847e-04	2.99121170e-05
2.15911100e+00	3.61817877e-04	3.01466533e-05
2.16427300e+00	3.51541200e-04	3.02491967e-05
2.16943500e+00	2.68174113e-04	3.01788108e-05
2.17459700e+00	3.73107793e-04	3.00593725e-05
2.17975800e+00	3.23027118e-04	2.96976859e-05
2.18492000e+00	3.30002854e-04	2.92940403e-05
2.19008200e+00	3.37971653e-04	2.91156945e-05
2.19524400e+00	3.11061858e-04	2.92649407e-05
2.20040500e+00	3.17687772e-04	2.90789815e-05
2.20556700e+00	3.27433752e-04	2.87848113e-05
2.21072900e+00	3.25519906e-04	2.88340250e-05
2.21589100e+00	3.67225644e-04	2.86706280e-05
2.22105200e+00	2.85124949e-04	2.84237345e-05
2.22621400e+00	2.80022794e-04	2.86547824e-05
2.23137600e+00	2.90830169e-04	2.83806277e-05
2.23653800e+00	2.88389661e-04	2.84947930e-05
2.24169900e+00	2.88807816e-04	2.85296408e-05
2.24686100e+00	3.27904098e-04	2.84316976e-05
2.25202300e+00	2.96060917e-04	2.81401370e-05
2.25718500e+00	2.76569047e-04	2.83921150e-05
2.26234700e+00	2.91662443e-04	2.81255648e-05
2.26750800e+00	2.71101018e-04	2.81087148e-05
2.27267000e+00	2.57093319e-04	2.82580149e-05
2.27783200e+00	3.01597279e-04	2.81183908e-05
2.28299400e+00	2.69122875e-04	2.81430962e-05
2.28815500e+00	3.09051522e-04	2.83646206e-05
2.29331700e+00	3.09875726e-04	2.80414047e-05
2.29847900e+00	2.82390934e-04	2.80463099e-05
2.30364100e+00	3.19573460e-04	2.81912787e-05
2.30880200e+00	2.73734597e-04	2.79190430e-05
2.31396400e+00	2.96957579e-04	2.78651572e-05
2.31912600e+00	2.70887950e-04	2.80953712e-05
2.32428800e+00	2.57776822e-04	2.77902068e-05
2.32944900e+00	2.74486343e-04	2.80001810e-05
2.33461100e+00	2.72315309e-04	2.80137668e-05
2.33977300e+00	2.83564961e-04	2.78152082e-05
2.34493500e+00	3.11580449e-04	2.78173963e-05
2.35009600e+00	2.58279362e-04	2.78717753e-05
2.35525800e+00	2.47982597e-04	2.76383868e-05
2.36042000e+00	2.71852944e-04	2.77689538e-05
2.36558200e+00	2.40854054e-04	2.78035773e-05
2.37074400e+00	2.21659726e-04	2.77213632e-05
2.37590500e+00	2.28096695e-04	2.76682666e-05
2.38106700e+00	2.63859933e-04	2.79285396e-05
2.38622900e+00	2.61998457e-04	2.75266696e-05
2.39139100e+00	2.60836537e-04	2.76023016e-05
2.39655200e+00	2.39515295e-04	2.77615825e-05
2.40171400e+00	2.79106046e-04	2.75306781e-05
2.40687600e+00	2.25298383e-04	2.75873976e-05
2.41203800e+00	2.23911289e-04	2.76470136e-05
2.41719900e+00	2.07724305e-04	2.74109887e-05
2.42236100e+00	2.21374291e-04	2.76064894e-05
2.42752300e+00	2.35743829e-04	2.76131254e-05
2.43268500e+00	2.46555328e-04	2.74309593e-05
2.43784600e+00	2.68089639e-04	2.73203720e-05
2.44300800e+00	2.15484071e-04	2.74095449e-05
2.44817000e+00	2.76472557e-04	2.71270325e-05
2.45333200e+00	2.31353426e-04	2.73162111e-05
2.45849300e+00	2.80231827e-04	2.72411710e-05
2.46365500e+00	2.35997161e-04	2.71126038e-05
2.46881700e+00	1.92353544e-04	2.71117698e-05
2.47397900e+00	2.50475386e-04	2.72068702e-05
2.47914100e+00	2.70711021e-04	2.69554930e-05
2.48430200e+00	2.37175223e-04	2.71064790e-05
2.48946400e+00	2.21346133e-04	2.70537500e-05
2.49462600e+00	2.50181879e-04	2.69326438e-05
2.49978800e+00	2.17023972e-04	2.70495173e-05
2.50494900e+00	3.06216982e-04	2.70679635e-05
2.51011100e+00	1.86121662e-04	2.68965316e-05
2.51527300e+00	9.86775865e-05	2.69705225e-05
2.52043500e+00	2.04033457e-04	2.70968837e-05
2.52559600e+00	2.27244333e-04	2.68631994e-05
2.53075800e+00	2.51657483e-04	2.69084405e-05
2.53592000e+00	2.03301619e-04	2.70151269e-05
2.54108200e+00	2.50684419e-04	2.68517120e-05
2.54624300e+00	2.29230547e-04	2.69163677e-05
2.55140500e+00	1.83303174e-04	2.68754580e-05
2.55656700e+00	2.63031694e-04	2.68483671e-05
2.56172900e+00	2.45735070e-04	2.69071312e-05
2.56689000e+00	2.23963480e-04	2.69320250e-05
2.57205200e+00	2.31301145e-04	2.70329095e-05
2.57721400e+00	2.36375142e-04	2.75110751e-05
2.58237600e+00	2.44283679e-04	2.78598395e-05
2.58753800e+00	2.12392253e-04	2.80104309e-05
2.59269900e+00	2.11025246e-04	2.80850047e-05
2.59786100e+00	1.97869818e-04	2.81441365e-05
2.60302300e+00	1.76978837e-04	2.75558319e-05
2.60818500e+00	1.61600006e-04	2.75339243e-05
2.61334600e+00	1.87979103e-04	2.74927724e-05
2.61850800e+00	2.37649694e-04	2.72518692e-05
2.62367000e+00	1.86837270e-04	2.72180617e-05
2.62883200e+00	2.15773542e-04	2.72392071e-05
2.63399300e+00	2.23746466e-04	2.70075673e-05
2.63915500e+00	2.14177415e-04	2.71511103e-05
2.64431700e+00	2.27654417e-04	2.71536391e-05
2.64947900e+00	2.12870670e-04	2.71149533e-05
2.65464000e+00	2.02883553e-04	2.71501597e-05
2.65980200e+00	1.79676623e-04	2.71625618e-05
2.66496400e+00	2.04242490e-04	2.70368911e-05
2.67012600e+00	2.12134975e-04	2.71151595e-05
2.67528700e+00	2.21816568e-04	2.70857012e-05
2.68044900e+00	1.66887160e-04	2.69090233e-05
2.68561100e+00	2.07270011e-04	2.70385770e-05
2.69077300e+00	2.12142956e-04	2.69305633e-05
2.69593500e+00	2.22962437e-04	2.69368137e-05
2.70109600e+00	2.03474602e-04	2.70481184e-05
2.70625800e+00	2.07623779e-04	2.70133065e-05
2.71142000e+00	2.40809934e-04	2.68936889e-05
2.71658100e+00	2.08749650e-04	2.68908552e-05
2.72174300e+00	2.05203448e-04	2.68948367e-05
2.72690500e+00	2.02557853e-04	2.67850206e-05
2.73206700e+00	2.06083968e-04	2.69831667e-05
2.73722800e+00	1.64740069e-04	2.68378303e-05
2.74239000e+00	1.44946622e-04	2.67663503e-05
2.74755200e+00	2.06831769e-04	2.68751620e-05
2.75271400e+00	2.76203173e-04	2.68491204e-05
2.75787500e+00	2.08166583e-04	2.67632116e-05
2.76303700e+00	2.01838211e-04	2.67216921e-05
2.76819900e+00	1.57888981e-04	2.67151278e-05
2.77336100e+00	2.00358572e-04	2.65829288e-05
2.77852200e+00	1.90596540e-04	2.67301395e-05
2.78368400e+00	2.07274046e-04	2.67074696e-05
2.78884600e+00	1.60510363e-04	2.65652897e-05
2.79400800e+00	1.27879297e-04	2.66937852e-05
2.79917000e+00	2.27582139e-04	2.66999548e-05
2.80433100e+00	1.66774528e-04	2.64578051e-05
2.80949300e+00	1.50165354e-04	2.66401236e-05
2.81465500e+00	1.77392867e-04	2.64822954e-05
2.81981700e+00	1.67236893e-04	2.63698518e-05
2.82497800e+00	1.93977919e-04	2.65695941e-05
2.83014000e+00	2.09670345e-04	2.64686289e-05
2.83530200e+00	1.74795607e-04	2.64001351e-05
2.84046400e+00	1.99827874e-04	2.65664824e-05
2.84562500e+00	2.07406676e-04	2.66087642e-05
2.85078700e+00	1.68929600e-04	2.64170926e-05
2.85594900e+00	1.51427890e-04	2.65462068e-05
2.86111100e+00	1.69741698e-04	2.64675438e-05
2.86627200e+00	1.99550419e-04	2.63716274e-05
2.87143400e+00	1.90367420e-04	2.65791086e-05
2.87659600e+00	2.28719937e-04	2.63682466e-05
2.88175800e+00	1.57209513e-04	2.63979918e-05
2.88691900e+00	1.48846681e-04	2.63921809e-05
2.89208100e+00	1.86817183e-04	2.63771782e-05
2.89724300e+00	1.26737375e-04	2.61470809e-05
2.90240500e+00	1.94987123e-04	2.62740788e-05
2.90756700e+00	1.80516879e-04	2.62440376e-05
2.91272800e+00	1.86379030e-04	2.61384273e-05
2.91789000e+00	2.08576667e-04	2.63874191e-05
2.92305200e+00	1.81546259e-04	2.62371506e-05
2.92821400e+00	1.59360549e-04	2.64595897e-05
2.93337500e+00	1.69918627e-04	2.70141943e-05
2.93853700e+00	1.58620730e-04	2.72424354e-05
2.94369900e+00	1.73710090e-04	2.74371290e-05
2.94886100e+00	1.72616502e-04	2.76856456e-05
2.95402200e+00	1.79061542e-04	2.77229146e-05
2.95918400e+00	1.81144156e-04	2.80010868e-05
2.96434600e+00	1.62094564e-04	2.81767782e-05
2.96950800e+00	1.74136226e-04	2.80414047e-05
2.97466900e+00	1.72234486e-04	2.83665487e-05
2.97983100e+00	1.56710919e-04	2.86155585e-05
2.98499300e+00	1.82543357e-04	2.85603545e-05
2.99015500e+00	1.55090669e-04	2.85962783e-05
2.99531700e+00	1.47153974e-04	2.85192743e-05
3.00047800e+00	1.60659134e-04	2.79509404e-05
3.00564000e+00	2.27887662e-04	2.76194654e-05
3.01080200e+00	1.71197214e-04	2.77426341e-05
3.01596400e+00	1.97411489e-04	2.73146956e-05
3.02112500e+00	1.95316768e-04	2.72681632e-05
3.02628700e+00	1.84227904e-04	2.73680074e-05
3.03144900e+00	1.47765110e-04	2.71702200e-05
3.03661100e+00	1.57084864e-04	2.69787726e-05
3.04177200e+00	1.44206892e-04	2.71414433e-05
3.04693400e+00	1.84525446e-04	2.70022137e-05
3.05209600e+00	1.69596962e-04	2.69065932e-05
3.05725800e+00	1.69058194e-04	2.69881885e-05
3.06241900e+00	1.79025313e-04	2.68976077e-05
3.06758100e+00	1.96004307e-04	2.68774039e-05
3.07274300e+00	1.52175690e-04	2.70784914e-05
3.07790500e+00	1.25060719e-04	2.68285668e-05
3.08306600e+00	2.00748569e-04	2.67517781e-05
3.08822800e+00	2.11531820e-04	2.70266322e-05
3.09339000e+00	2.31349390e-04	2.68337680e-05
3.09855200e+00	1.74345349e-04	2.67640546e-05
3.10371400e+00	1.45694512e-04	2.68718979e-05
3.10887500e+00	1.72290713e-04	2.66127099e-05
3.11403700e+00	1.66107166e-04	2.67385599e-05
3.11919900e+00	1.16070700e-04	2.68943973e-05
3.12436100e+00	1.40861741e-04	2.66110689e-05
3.12952200e+00	1.48629578e-04	2.66027111e-05
3.13468400e+00	1.82828793e-04	2.67390890e-05
3.13984600e+00	9.19511467e-05	2.64062240e-05
3.14500800e+00	1.79411275e-04	2.65428709e-05
3.15016900e+00	2.05135026e-04	2.64657055e-05
3.15533100e+00	1.71241335e-04	2.63914007e-05
3.16049300e+00	1.91292150e-04	2.63490023e-05
3.16565500e+00	1.49409572e-04	2.64844117e-05
3.17081600e+00	1.89502952e-04	2.62836740e-05
3.17597800e+00	1.88562170e-04	2.63277852e-05
3.18114000e+00	1.21446274e-04	2.63292738e-05
3.18630200e+00	1.25257825e-04	2.61993794e-05
3.19146300e+00	1.40487796e-04	2.62821137e-05
3.19662500e+00	1.35534412e-04	2.63508586e-05
3.20178700e+00	1.51315347e-04	2.61937299e-05
3.20694900e+00	1.57808542e-04	2.63355511e-05
3.21211100e+00	1.61881496e-04	2.63635387e-05
3.21727200e+00	1.74168420e-04	2.61814982e-05
3.22243400e+00	1.41135161e-04	2.63536744e-05
3.22759600e+00	1.66392512e-04	2.64104567e-05
3.23275800e+00	1.49039662e-04	2.62294654e-05
3.23791900e+00	1.59195637e-04	2.63584003e-05
3.24308100e+00	1.57836700e-04	2.62695143e-05
3.24824300e+00	1.53426120e-04	2.62881398e-05
3.25340500e+00	1.73870878e-04	2.63717798e-05
3.25856600e+00	1.68973810e-04	2.64930833e-05
3.26372800e+00	1.05375958e-04	2.61919812e-05
3.26889000e+00	1.72869745e-04	2.63997405e-05
